name,latitude,longitude,description,city,country,address
Leaning Tower of Pisa,43.72301,10.396624,Wikidata: Q39054,Pisa,Italy,
Ledbergs kulle,58.44055,15.44935,Wikidata: Q10556200,Linköping Municipality,Sweden,
Lederzeele churchyard,50.824378,2.302101,Wikidata: Q2788517,Lederzeele,France,
Ledringhem churchyard,50.854478,2.440278,Wikidata: Q2134190,Ledringhem,France,
Lee Creek Snowshoe Cabin,48.986362,-113.623897,Wikidata: Q14704662,Glacier County,United States,
Lee Ufan Museum,34.448889,133.988889,Wikidata: Q11522528,Naoshima,Japan,
Leeberg Niederhollabrunn,48.45624,16.29185,Wikidata: Q18410690,Niederhollabrunn,Austria,
Leeberg Pettendorf,48.39937,16.05952,Wikidata: Q23692081,Hausleiten,Austria,
Leers Communal Cemetery,50.6812,3.2494,Wikidata: Q2306534,Leers,France,
Leesburg High School,31.73166667,-84.1675,Wikidata: Q16966252,Leesburg,United States,
"Leeum, Samsung Museum of Art",37.537969,126.99949,Wikidata: Q487498,Seoul,South Korea,
Leeuwerenk,51.98444,5.68222,Wikidata: Q2248546,Wageningen,Netherlands,
Leeza Soho,39.865555555,116.324166666,Wikidata: Q37914917,Taipingqiao Subdistrict,China,
Lehmbruck Museum,51.430278,6.766111,Wikidata: Q315753,Duisburg-Mitte,Germany,
Leinster House,53.34055,-6.254021,Wikidata: Q247595,Dublin,Ireland,
Leipzig South Cemetery,51.3092,12.4125,Wikidata: Q314986,Probstheida,Germany,
Lejre Sneglehøj,55.631857787,11.814932046,Wikidata: Q27057554,Lejre Municipality,Denmark,
Lenin's Mausoleum,55.753611111,37.619722222,Wikidata: Q191414,,,
Lenox High School,42.356389,-73.286944,Wikidata: Q6523168,Massachusetts,United States,
Lens Eastern Communal Cemetery,50.4252,2.8429,Wikidata: Q1887962,Sallaumines,France,
Lensic Theater,35.6879,-105.941,Wikidata: Q6523247,Santa Fe,United States,
Lenzhaus,52.504983,13.342756,Wikidata: Q29952496,Bezirk Mitte,Germany,
Leonhardkirche (Graz),47.0786,15.4652,Wikidata: Q1819332,Graz,Austria,
Leonovskoye Cemetery,55.844166666,37.646666666,Wikidata: Q4258932,Moscow,Russia,
Leopoldstädter Tempel,48.2139,16.385,Wikidata: Q695454,Leopoldstadt,Austria,
Lerbäckshögen,55.7201,13.1849,Wikidata: Q6517128,Lund Municipality,Sweden,
Lerche House,55.67502,12.58381,Wikidata: Q12324318,Copenhagen Municipality,Denmark,
Les Champs Libres,48.105,-1.675,Wikidata: Q3231356,Rennes,France,
Les cinq Tombes,50.65097,5.19878,Wikidata: Q2690150,Geer,Belgium,
Les Moeres Communal Cemetery,51.015448,2.547413,Wikidata: Q2687245,Ghyvelde,France,
Les Mousseaux tumulus,47.11555556,-2.11486111,Wikidata: Q1258182,Pornic,France,
Letzigrund,47.382791,8.503801,Wikidata: Q207623,,,
Leubingen tumulus,51.1903,11.1697,Wikidata: Q1483247,Sömmerda,Germany,
Leulinghem Churchyard,50.735423,2.163082,Wikidata: Q2219648,Leulinghem,France,
Levallois-Perret Cemetery,48.9,2.289,Wikidata: Q2972531,Levallois-Perret,France,
Levashovo Memorial Cemetery,60.093888888,30.190555555,Wikidata: Q2429621,Levashovo,Russia,
Lever House,40.759722222,-73.972777777,Wikidata: Q1821821,New York,United States,
Levi F. Warren Jr. High School,42.343056,-71.235833,Wikidata: Q6535402,Newton,United States,
Lewis Mountain Lodge,38.437002,-78.478379,Wikidata: Q97448841,Page County,United States,
Lewiston Public Library,44.544,-70.1258,Wikidata: Q6537406,Maine,United States,
Lexington Cemetery,38.061,-84.509,Wikidata: Q4257680,Lexington,United States,
Lexington station,42.448612,-71.227846,Wikidata: Q20164557,Lexington,United States,
Lianozovo Cemetery,55.911622222,37.561669444,Wikidata: Q4260776,Moscow,Russia,
Libeskind Tower,45.47882,9.15687,Wikidata: Q3995204,Milan,Italy,
Libingan ng mga Bayani,14.519864,121.044272,Wikidata: Q1987325,Western Bicutan,Philippines,
Library building,62.237727,25.736167,Wikidata: Q28529650,Jyväskylä,Finland,
Library of Birmingham,52.4798,-1.9085,Wikidata: Q6542576,Birmingham,United Kingdom,
Lichtenberg metro station,52.510556,13.496389,Wikidata: Q3831986,Lichtenberg,Germany,
Lichtenstein Castle,48.406638888,9.25825,Wikidata: Q155693,,,
Liebfrauenbergkirche,47.2699,9.6438,Wikidata: Q1823908,Rankweil,Austria,
Lier Belgian Military Cemetery,51.12361,4.54917,Wikidata: Q2531341,Lier,Belgium,
Liercourt Churchyard,50.034487,1.908768,Wikidata: Q2630289,Liercourt,France,
Liesing Cemetery,48.131388888,16.293888888,Wikidata: Q1457363,Liesing,Austria,
"Lifshyts synagogue, Vinnytsia",49.233383333,28.467466666,Wikidata: Q9349134,Vinnytsia,Ukraine,
Lighthouse of Alexandria,31.214167,29.885,Wikidata: Q43244,,,
Ligny-en-Cambresis Communal Cemetery,50.099377,3.37245,Wikidata: Q2288092,Haucourt-en-Cambrésis,France,
Lillers Communal Cemetery,50.5694,2.4778,Wikidata: Q3240895,Lillers,France,
Limburg Cathedral,50.388888888,8.066666666,Wikidata: Q564957,Limburg an der Lahn,Germany,
Lincliff,38.295833,-85.6625,Wikidata: Q1825685,Glenview,United States,
Lincoln County Courthouse,33.9394,-91.8444,Wikidata: Q16894187,Star City,United States,
Lincoln Financial Field,39.90089,-75.16776,Wikidata: Q1052370,,,
Linderhof Palace,47.571618654,10.960754376,Wikidata: Q162052,,,
Linkeho dům,50.7239742,15.1688811,Wikidata: Q107467288,Jablonec nad Nisou,Czech Republic,
Linköping Cathedral,58.411111111,15.616666666,Wikidata: Q1236659,Linköping Municipality,Sweden,
Linnahall,59.446666666,24.752777777,Wikidata: Q1810907,Tallinn City,Estonia,
Linselles Communal Cemetery,50.743574,3.079517,Wikidata: Q2581872,Linselles,France,
Lipstick Building,40.757777777,-73.968888888,Wikidata: Q1827608,New York,United States,
Lisht,29.570277777,31.231111111,Wikidata: Q287779,Markaz al ‘Ayyāţ,Egypt,
Lisikhinsk Cemetery,52.260041,104.336149,Wikidata: Q4263112,Irkutsk Oblast,Russia,
Literatorskie mostki,59.904422222,30.36154,Wikidata: Q4263743,Frunzensky District,Russia,
Litomyšl Chateau,49.873437833,16.312648833,Wikidata: Q2164885,Záhradí,Czech Republic,
Little Rock Boys Club,34.74055556,-92.27,Wikidata: Q23035188,Little Rock,United States,
Livraria Lello,41.146906,-8.614791,Wikidata: Q3408689,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Portugal,
Lloret de Mar Cemetery,41.701675,2.836183,Wikidata: Q1457368,Lloret de Mar,Spain,
Llotja de la Seda,39.474444444,-0.378333333,Wikidata: Q588009,,,
Lloyd's building,51.513055555,-0.0825,Wikidata: Q1814818,London,United Kingdom,
Lodha World One,19.0025407,72.8265301,Wikidata: Q507939,Mumbai,India,
Łódź Jewish Cemetery,51.796806,19.480219,Wikidata: Q115094,Bałuty-Doły,Poland,
Logroño town hall,42.466433333,-2.439263888,Wikidata: Q26257755,Logroño,Spain,
London King's Cross railway station,51.530972222,-0.123333333,Wikidata: Q219867,,,
London Paddington station,51.516666666,-0.177222222,Wikidata: Q214788,,,
London Stadium,51.538611111,-0.016388888,Wikidata: Q172190,,,
Longhorn Cavern Administration Building,30.684698,-98.350536,Wikidata: Q97573506,Burnet County,United States,
Longleat,51.18568,-2.27435,Wikidata: Q1726158,Horningsham,United Kingdom,
Longmire Administration Building,46.750159,-121.81168,Wikidata: Q97067309,Pierce County,United States,
Longwood,31.536667,-91.404722,Wikidata: Q6674508,Natchez,United States,
Loop C Comfort Station,37.636434,-112.166459,Wikidata: Q76710849,Garfield County,United States,
Loop D Comfort Station,37.634964,-112.167072,Wikidata: Q76714172,Garfield County,United States,
Loretto Academy,39.059722,-94.600278,Wikidata: Q6681009,Missouri,United States,
Lorraine American Cemetery and Memorial,49.121944,6.7175,Wikidata: Q728835,Saint-Avold,France,
Los Angeles Central Library,34.050277777,-118.255,Wikidata: Q27676389,Los Angeles County,United States,
Los Angeles City Hall,34.0536,-118.243,Wikidata: Q368489,Los Angeles,United States,
Los Angeles Memorial Coliseum,34.014167,-118.287778,Wikidata: Q849784,,,
Los Millares,36.96261102,-2.521640046,Wikidata: Q1579766,Santa Fe de Mondújar,Spain,
Loschwitz Cemetery,51.0461,13.8219,Wikidata: Q1870608,Dresden,Germany,
Loughcrew,53.769444444,-7.103055555,Wikidata: Q202563,County Meath,Ireland,
Louis Vuitton Foundation,48.87666667,2.26333333,Wikidata: Q3075489,Paris,France,
Louisa May Alcott School,39.3328,-76.6636,Wikidata: Q6688541,Maryland,United States,
Louveciennes Cemetery,48.8642,2.11,Wikidata: Q5120124,Louveciennes,France,
Louvre Abu Dhabi,24.533,54.40001,Wikidata: Q3176133,Abu Dhabi,United Arab Emirates,
Louvre Museum,48.861111111,2.335833333,Wikidata: Q19675,Saint-Germain-l'Auxerrois,France,
Louvre Palace,48.861028,2.335886,Wikidata: Q1075988,Paris,France,
Louvre-Lens,50.43055556,2.80333333,Wikidata: Q405543,Lens,France,
Löwenhaus,47.27521,11.39717,Wikidata: Q116619717,Innsbruck,Austria,
Lower Windy Creek Ranger Cabin No. 15,63.4647,-148.827,Wikidata: Q6693907,Denali Borough,United States,
Loyola Law School [Loyola Marymount University],34.0485,-118.2717,Wikidata: Q118637632,Los Angeles,United States,
Lubyanka Building,55.7602157,37.62859469,Wikidata: Q646334,Krasnoselsky District,Russia,
Luce Memorial Chapel,24.1787924,120.600518,Wikidata: Q6415390,Xitun District,Taiwan,
Lucent Danstheater,52.077068,4.318342,Wikidata: Q19884255,The Hague,Netherlands,
Lucerne Culture and Congress Centre,47.0506,8.312122,Wikidata: Q665311,Lucerne,Switzerland,
Lucius Clapp Memorial,42.124167,-71.101389,Wikidata: Q6697499,Stoughton,United States,
Ludshøj,56.077294181,12.214161047,Wikidata: Q12325021,Gribskov Municipality,Denmark,
Luella Garvey House,39.52055556,-119.81888889,Wikidata: Q15243072,Nevada,United States,
Luis Barragán House and Studio,19.41111111,-99.1925,Wikidata: Q1046414,Miguel Hidalgo,Mexico,
Luisenfriedhof I,52.5169,13.3159,Wikidata: Q1590571,Berlin,Germany,
Luisenfriedhof II,52.515686111,13.282761111,Wikidata: Q1876701,Charlottenburg-Wilmersdorf,Germany,
Luisenfriedhof III,52.524741666,13.277119444,Wikidata: Q1876711,Charlottenburg-Wilmersdorf,Germany,
Lukoil Arena,55.8178,37.4403,Wikidata: Q1190634,,,
Lukyanivske Military Cemetery,50.471,30.456,Wikidata: Q3400210,Kyiv,Ukraine,
LUMA Arles,43.673333333,4.636944444,Wikidata: Q47488973,Arles,France,
Lumber,58.276694,13.276629,Wikidata: Q10570673,Vara Municipality,Sweden,
Lund Cathedral,55.704166666,13.193611111,Wikidata: Q1236689,Lund Municipality,Sweden,
Lusail Stadium,25.420861111,51.490388888,Wikidata: Q1186333,,,
Lusehøj,55.243936886,10.044032964,Wikidata: Q18616031,Assens Municipality,Denmark,
Luther-Friedhof,52.420547222,13.356725,Wikidata: Q1495974,Berlin,Germany,
Lutherkirche,51.2012,6.77392,Wikidata: Q1877933,Bilk,Germany,
Lutherkirche (Erfurt),50.99092095,11.026753071,Wikidata: Q1877938,Erfurt,Germany,
Luxembourg American Cemetery and Memorial,49.611666666,6.185555555,Wikidata: Q1552790,Luxembourg,Luxembourg,
Lviv Theatre of Opera and Ballet,49.843988888,24.026177777,Wikidata: Q1246092,Lviv,Ukraine,
Lychakiv Cemetery,49.8325,24.056111111,Wikidata: Q1316721,Lviv,Ukraine,
Lyman Estate,42.383483,-71.228789,Wikidata: Q6708024,Waltham,United States,
Lynde churchyard,50.712747,2.418612,Wikidata: Q2519960,Lynde,France,
Lyon Cathedral,45.760833333,4.827222222,Wikidata: Q1521,Lyon,France,
Lyublinskoe cemetery,55.680905555,37.785780555,Wikidata: Q4271710,Moscow,Russia,
M. H. de Young Memorial Museum,37.771469,-122.468676,Wikidata: Q1470276,San Francisco,United States,
M+,22.300958,114.159645,Wikidata: Q10851500,West Kowloon Cultural District,China,
Macau Mosque and Cemetery,22.20277778,113.55430556,Wikidata: Q15243366,Nossa Senhora de Fátima,China,
Machy Churchyard,50.273217,1.800762,Wikidata: Q2587314,Machy,France,
Madani Ustad Maqam,11.30777,75.87969,Wikidata: Q113223697,Kunnamangalam Grama Panchayat,India,
Madeleine Cemetery,48.87361111,2.32277778,Wikidata: Q1152786,Paris,France,
Madison Square Garden,40.750555555,-73.993611111,Wikidata: Q186125,,,
Madonna delle Lacrime Sanctuary,37.07472222,15.28527778,Wikidata: Q2223786,Syracuse,Italy,
Madrasa of Amir Sunqur Sa'di,30.033055555,31.253888888,Wikidata: Q73173502,Cairo,Egypt,
Madrid-Puerta de Atocha-Almudena Grandes,40.405807,-3.6896883,Wikidata: Q5846989,Madrid,Spain,
Magdalenenberg,48.0443,8.4437,Wikidata: Q564800,Villingen,Germany,
Maglehøj,55.833109617,11.510991036,Wikidata: Q23754133,Odsherred Municipality,Denmark,
Mahlamba Ndlopfu,-25.73777778,28.22666667,Wikidata: Q3277765,Pretoria,South Africa,
Maidam,26.943611111,94.875,Wikidata: Q6735332,Assam,India,
main building of the University of Tartu,58.381111111,26.72,Wikidata: Q11896548,Tartu City,Estonia,
main cemetery Ludwigshafen am Rhein,49.4809,8.42019,Wikidata: Q1589463,Ludwigshafen,Germany,
Main Library,40.105,-88.2286,Wikidata: Q18153985,Urbana,United States,
Mainz Cathedral,49.998889,8.273889,Wikidata: Q666960,Altstadt,Germany,
Maisel's Indian Trading Post,35.084444,-106.652778,Wikidata: Q6736985,Albuquerque,United States,
Maisiejūnų pilkapiai,54.80277778,24.275,Wikidata: Q12664161,Kruonis Eldership,Lithuania,
Maison cantonale de La Bastide,44.8415,-0.552785,Wikidata: Q3279108,Bordeaux,France,
Maison de l'ordre des avocats,48.894902612,2.31131409,Wikidata: Q50532135,Paris,France,
Maison Hermès,35.67188889,139.76327778,Wikidata: Q12286421,Tokyo,Japan,
Maisons Jaoul,48.88,2.254,Wikidata: Q3280340,Neuilly-sur-Seine,France,
Máj Národní,50.0822,14.4197,Wikidata: Q2008713,Prague 1,Czech Republic,
Majestic Theatre,42.351389,-83.060278,Wikidata: Q6737711,Detroit,United States,
major cemetery of Milan,45.506709,9.114826,Wikidata: Q3676872,Milan,Italy,
Makli Necropolis,24.761111111,67.9,Wikidata: Q155043,Thatta,Pakistan,
Malik Dinar Mosque,12.4849,74.989,Wikidata: Q3595830,Kasaragod district,India,
Malmö Synagogue,55.599444444,13.010833333,Wikidata: Q2096330,Malmö Municipality,Sweden,
Malo-les-Bains Communal Cemetery,51.045111,2.40134,Wikidata: Q2145416,Dunkirk,France,
Malý Fürstenberský palác,50.0911,14.4062,Wikidata: Q12035134,Malá Strana,Czech Republic,
Mané-er-Hroëk tumulus,47.56283333,-2.93875,Wikidata: Q1891971,Locmariaquer,France,
Manhattan House,40.765277777,-73.962777777,Wikidata: Q18619402,New York,United States,
Manila Cathedral,14.59147,120.97356,Wikidata: Q773443,Intramuros,Philippines,
Manila North Cemetery,14.633,120.989,Wikidata: Q685133,Manila,Philippines,
Manneken Pis Café,50.844975,4.349633333,Wikidata: Q42418018,City of Brussels,Belgium,
Mannheim Main Cemetery,49.4908,8.49196,Wikidata: Q428622,Mannheim,Germany,
Manor House,42.57444444,-87.81527778,Wikidata: Q60750004,Kenosha,United States,
mansion of Margarita Chernova,47.219281,39.702275,Wikidata: Q16645450,Rostov-on-Don,Russia,
Mantua Cathedral,45.160707,10.79742,Wikidata: Q650678,Mantua,Italy,
Many Glacier Campground Camptender's Cabin,48.796816,-113.677707,Wikidata: Q6753338,Glacier County,United States,
Maplewood Cemetery,42.353611,-71.563611,Wikidata: Q1892097,Marlborough,United States,
Marble Palace,59.945176,30.326799,Wikidata: Q283120,Saint Petersburg,Russia,
Marchovelette Cemetery and Memorial,50.505,4.9175,Wikidata: Q2972652,Namur,Belgium,
Mare de Deu de Gràcia,42.1351,3.11981,Wikidata: Q18007597,L'Escala,Spain,
Margaretengürtel,48.1885,16.3431,Wikidata: Q2465739,Margareten,Austria,
"Maria im Gebirge, Sallapulka",48.7399,15.7365,Wikidata: Q1896464,Weitersfeld,Austria,
Maria Königin des Friedens,51.306396738,9.430625492,Wikidata: Q31190677,Kassel,Germany,
Maria Laach Abbey,50.402261,7.252098,Wikidata: Q334032,Maria Laach,Germany,
"Maria Rehkogel, Frauenberg",47.4265,15.3418,Wikidata: Q2542872,Sankt Marein im Mürztal,Austria,
Maria Waitschach,46.933889,14.532944,Wikidata: Q2540792,Guttaring,Austria,
Maria-Loreto-Kirche in St Andrä,46.7702,14.8228,Wikidata: Q2542869,Sankt Andrä,Austria,
Mariebjerg Cemetery,55.7603,12.5097,Wikidata: Q3432967,Gentofte Municipality,Denmark,
Marienfriedhof Hildesheim,52.1596,9.9571,Wikidata: Q1897688,Hildesheim,Germany,
"Marienkirche Maria Tax, Stallhofen",46.9241,13.22782,Wikidata: Q1897861,Obervellach,Austria,
Mariinsky Theatre,59.925555555,30.296111111,Wikidata: Q207028,,,
Mariinskyi Palace,50.448333333,30.5375,Wikidata: Q732489,,,
Mariinskyi Park,50.446944444,30.539722222,Wikidata: Q3394393,Pecherskyi District,Ukraine,
Marina 1,25.085,55.149,Wikidata: Q6763774,Emirate of Dubai,United Arab Emirates,
Marina 101,25.08898,55.14863,Wikidata: Q1165269,Dubai,United Arab Emirates,
Marina Bay Sands,1.2825,103.86,Wikidata: Q548679,,,
Marion County Housing Committee Demonstration House,44.928333,-123.043333,Wikidata: Q6765141,Oregon,United States,
Maritim Hotel Köln,50.93538,6.96125,Wikidata: Q111390120,Altstadt-Nord,Germany,
Mariupol Cemetery,47.222777777,38.831944444,Wikidata: Q4281600,Taganrog,Russia,
Markuskyrkan,59.29194444,18.11694444,Wikidata: Q1798826,Stockholm,Sweden,
Marles-sur-Canche Churchyard,50.457642,1.8268,Wikidata: Q2248812,Marles-sur-Canche,France,
Marmorpalais,52.412672222,13.06975,Wikidata: Q573662,Nördliche Vorstädte,Germany,
Marnix Ⅰ,50.83978,4.36568,Wikidata: Q109947786,City of Brussels,Belgium,
Marques de Riscal,42.590157126,-2.608762039,Wikidata: Q21114581,Spain,Spain,
Marqués de Riscal Hotel,42.51161,-2.61801,Wikidata: Q1630957,Elciego,Spain,
Marseille Cathedral,43.299444,5.364722,Wikidata: Q1419757,Marseille,France,
Marshall Field and Company Store,41.889256,-87.80445,Wikidata: Q6773574,Illinois,United States,
"Martenastate, grafheuvel (familiebegraafplaats Van Burmania) en dam met hek",53.24439,5.7838,Wikidata: Q17602852,Leeuwarderadeel,Netherlands,
Martin Luther King Jr. Magnet School,36.1617,-86.8006,Wikidata: Q6776079,Nashville,United States,
Martin Luther King Jr. Memorial Library,38.8986,-77.0247,Wikidata: Q2211847,"Washington, D.C.",United States,
Martin W. Carr School,42.38485,-71.10724,Wikidata: Q6776829,Somerville,United States,
Martinskirche,48.3044,14.2792,Wikidata: Q1905704,Linz,Austria,
Martyrs' Lane,40.357916666,49.827083333,Wikidata: Q2664885,Baku,Azerbaijan,
Mary W. Jackson NASA Headquarters,38.883,-77.0163,Wikidata: Q618673,"Washington, D.C.",United States,
"Mary, Queen of the World Cathedral",45.4991,-73.5683,Wikidata: Q1151330,Ville-Marie,Canada,
Mas de l'antic Jardí Botànic,41.36707,2.15385,Wikidata: Q96099652,Montjuïc,Spain,
Masjid Jamae,1.283194444,103.8455,Wikidata: Q2993428,Singapore,Singapore,
Masny Churchyard,50.34966,3.201775,Wikidata: Q2203041,Masny,France,
Masonic Temple,32.369444,-88.704444,Wikidata: Q6783740,Meridian,United States,
Massachusetts State House,42.357708333,-71.063563888,Wikidata: Q1150259,Boston,United States,
Mastercard International Global Headquarters,41.0257,-73.7166,Wikidata: Q6784928,Purchase,United States,
Matsumoto Performing Arts Centre,36.23094444,137.97458333,Wikidata: Q11278411,Nagano,Japan,
Matthew Whaley School,37.2761,-76.7044,Wikidata: Q6791405,Virginia,United States,
Matthias Church,47.501944444,19.034166666,Wikidata: Q493133,Budapest District I,Hungary,
Mattmar 39:1,63.304053,13.896882,Wikidata: Q29380793,Åre Municipality,Sweden,
Matzleinsdorf Protestant Cemetery,48.178333333,16.360277777,Wikidata: Q666587,Vienna,Austria,
mausoleo Schilizzi,40.80537,14.201954,Wikidata: Q3852972,Naples,Italy,
Mausoleum of Maussollos,37.037942,27.424097,Wikidata: Q45368,Bodrum,Turkey,
Mausoleum of Milan Rastislav Štefánik,48.67938,17.56373,Wikidata: Q7342227,Brezová pod Bradlom,Slovakia,
Mawangdui,28.208611,113.021667,Wikidata: Q1196056,Mawangdui Residential Community,China,
Max Planck Institute for Human Development,52.468671996,13.303639946,Wikidata: Q772059,Charlottenburg-Wilmersdorf,Germany,
Maximilianskirche,49.060277777,10.961111111,Wikidata: Q721727,Ellingen,Germany,
"Maximilianstraße 2, Loggia",48.139169942,11.578181002,Wikidata: Q2047197,Munich,Germany,
Maxwell Hall,43.038406914,-76.13625328,Wikidata: Q118276184,Syracuse,United States,
MAXXI,41.928467,12.468314,Wikidata: Q1881229,Roma Capitale,Italy,
Maya Kankō Hotel,34.72761111,135.21275,Wikidata: Q11498635,Osaka,Japan,
Mayagüez Municipal Cemetery,18.19135,-67.142269,Wikidata: Q5058664,Mayagüez,United States,
Mayfield Cemetery,41.513861,-81.582283,Wikidata: Q24964734,Cleveland Heights,United States,
Mayflower Manor Apartments,41.078373,-81.520357,Wikidata: Q6797233,Akron,United States,
Mazingarbe Communal Cemetery,50.4692,2.7123,Wikidata: Q2923020,Mazingarbe,France,
McFarlin Memorial Auditorium,32.8443,-96.7861,Wikidata: Q6801161,Dallas County,United States,
McLaren Technology Centre,51.345833333,-0.548333333,Wikidata: Q6802081,Woking,United Kingdom,
McMichael Canadian Art Collection,43.8408,-79.6252,Wikidata: Q3700321,Ontario,Canada,
"Mechanical Engineering Building, University of Toronto",43.659935,-79.394028,Wikidata: Q111598474,Toronto,Canada,
