name,latitude,longitude,description,city,country,category,address,phone,website
Borobudur,-7.60793,110.20384,,,,landmark,,,
Boroondara General Cemetery,-37.8034,145.044,,Victoria,Australia,cemetery,,,
Borre British Cemetery,50.730117,2.583111,,Borre,France,cemetery,,,
Borre Churchyard,50.730833,2.584576,,Borre,France,cemetery,,,
Bortnychanske cemetery,50.368055555,30.698055555,,Darnytskyi District,Ukraine,cemetery,,,
Borum Eshøj,56.200876955,9.991828632,,Aarhus Municipality,Denmark,cemetery,,,
Boscawen Public Library,43.3192,-71.6253,,Boscawen,United States,library,,,
Boston City Hall,42.3603,-71.058,,Boston,United States,landmark,,,
"Boston Public Library, McKim Building",42.3492,-71.078744,,Boston,United States,library,,,
Bothell Pioneer Cemetery,47.7589,-122.194,,King County,United States,cemetery,,,
Botin Centre,43.46055,-3.803877777,,Santander,Spain,landmark,,,
Botkin Street Cemetery,41.306944444,69.315,,Tashkent,Uzbekistan,cemetery,,,
Bourecq Churchyard,50.571208,2.434161,,Bourecq,France,cemetery,,,
Bourse de Commerce - Pinault Collection,48.862818825,2.342834126,,Paris,France,landmark,,,
Bourse départementale du travail,48.9065734,2.4218441,,Bobigny,France,landmark,,,
Bourse Palace,50.848111111,4.350305555,,City of Brussels,Belgium,castle,,,
Box Hill Cemetery,-37.8225,145.136,,Victoria,Australia,cemetery,,,
Brainerd Mission,35.0101,-85.213,,Chattanooga,United States,cemetery,,,
Brandenburg Gate,52.516272222,13.377722222,,Berlin,Germany,landmark,,,
Brandwood End Cemetery,52.4172,-1.89778,,Birmingham,United Kingdom,cemetery,,,
Brasilia Digital TV Tower,-15.699269,-47.829569,,Lago Norte,Brazil,landmark,,,
"Bratske cemetery, Kyiv",50.409166666,30.395277777,,Kyiv,Ukraine,cemetery,,,
Bratskoe kladbishche,54.76733333,32.05485,,Smolensk,Russia,cemetery,,,
Brattle Hall,42.373528,-71.121528,,Cambridge,United States,landmark,,,
Braunes Haus,48.1453,11.5675,,Maxvorstadt,Germany,landmark,,,
Braunschweig Main Cemetery,52.2556,10.5565,,Brunswick,Germany,cemetery,,,
Brautberg,54.1874,10.0175,,Bordesholm,Germany,cemetery,,,
Bray-sur-Somme Communal Cemetery,49.942012,2.717213,,Bray-sur-Somme,France,cemetery,,,
Brazilian Military Cemetery of Pistoia,43.945033333,10.943205555,,Pistoia,Italy,cemetery,,,
Breda Tower,45.48036,9.19947,,Milan,Italy,landmark,,,
Breitenleer Friedhof,48.2517,16.493,,Vienna,Austria,cemetery,,,
Bremen Cathedral,53.07548,8.80906,,Mitte,Germany,church,,,
Bremgarten cemetery,46.949444444,7.420277777,,Bern,Switzerland,cemetery,,,
Brice's Cross Roads National Battlefield Site,34.5061,-88.7289,,Lee County,United States,cemetery,,,
Bridge No. 3355-Kathio Township,46.21536,-93.792847,,Kathio Township,United States,landmark,,,
Bridge Road Cemetery,41.825833,-69.981389,,Eastham,United States,cemetery,,,
Brigham Cemetery,42.341667,-71.56,,Marlborough,United States,cemetery,,,
Bright Angel Lodge,36.057056,-112.140958,,Grand Canyon Village,United States,landmark,,,
Brighton Cemetery,-37.9,145.021,,Caulfield South,Australia,cemetery,,,
Brighton Community Stadium,50.861822222,-0.083277777,,,,stadium,,,
Brighton Evangelical Congregational Church,42.348917,-71.155194,,Boston,United States,church,,,
Brillon cemetery,50.436322,3.327697,,Brillon,France,cemetery,,,
Brin,44.428056,8.895556,,Genoa,Italy,landmark,,,
Brion tomb,45.751322858,11.913340984,,Altivole,Italy,cemetery,,,
British Cemetery Elvas,38.88322778,-7.16156111,,Elvas,Portugal,cemetery,,,
British Cemetery Montevideo,-34.9006,-56.1292,,Montevideo Department,Uruguay,cemetery,,,
British Museum,51.519444444,-0.126944444,,,,museum,,,
Brittany American Cemetery and Memorial,48.518888888,-1.304166666,,Montjoie-Saint-Martin,France,cemetery,,,
Brno Central Cemetery,49.1707,16.5941,,Štýřice,Czech Republic,cemetery,,,
Brno hlavní nádraží,49.19083333,16.61277778,,Brno-město,Czech Republic,landmark,,,
Brno Ossuary,49.19643,16.60816,,Brno-město,Czech Republic,cemetery,,,
Bro 37:1,57.661966,18.446947,,Region Gotland,Sweden,cemetery,,,
Bro 65:1,57.662444,18.441203,,Region Gotland,Sweden,cemetery,,,
Broad Contemporary Art Museum,34.063413,-118.359683,,Los Angeles,United States,museum,,,
Broadway Tower,52.024166666,-1.835833333,,Broadway,United Kingdom,landmark,,,
Brockley and Ladywell Cemeteries,51.457,-0.032,,London Borough of Lewisham,United Kingdom,cemetery,,,
Brodsky Synagogue,50.433333333,30.516666666,,Pecherskyi District,Ukraine,temple,,,
Bromley Cemetery,-43.5387,172.6863,,Christchurch City,New Zealand,cemetery,,,
Brompton Cemetery,51.484882,-0.190796,,Royal Borough of Kensington and Chelsea,United Kingdom,cemetery,,,
Brookfield Cemetery,42.217222,-72.113611,,Brookfield,United States,cemetery,,,
Brooklyn Museum,40.671206,-73.963631,,,,museum,,,
Brooklyn Tower,40.690555555,-73.982222222,,New York,United States,landmark,,,
Brookside Cemetery,42.011111,-83.952778,,Tecumseh,United States,cemetery,,,
Brookwood Cemetery,51.296666666,-0.633333333,,Woking,United Kingdom,cemetery,,,
Brotherhood Cemetery,44.636111111,33.555833333,,Sevastopol,Ukraine,cemetery,,,
Brothers' Cemetery,56.988888888,24.142777777,,Riga,Latvia,cemetery,,,
Brown Hotel,38.2466,-85.757803,,Louisville,United States,hotel,,,
Broxeele churchyard,50.830539,2.320171,,Broxeele,France,cemetery,,,
Bruay-sur-l'Escaut Communal Cemetery,50.398851,3.540363,,Bruay-sur-l'Escaut,France,cemetery,,,
Bruggenhoek 44,50.875691,3.81336,,佐特海姆,Belgium,landmark,,,
"Brühl Palace, Warsaw",52.24194444,21.01083333,,Warsaw,Poland,castle,,,
Brunflo 122:1,63.093556,14.813843,,Östersund Municipality,Sweden,cemetery,,,
Brunflo 58:1,63.089375,14.818528,,Östersund Municipality,Sweden,cemetery,,,
Brunflo 58:2,63.089062,14.819441,,Östersund Municipality,Sweden,cemetery,,,
Brunswick Cathedral,52.264166666,10.524166666,,Brunswick,Germany,church,,,
Brussels Airport,50.901388888,4.484444444,,,,landmark,,,
Brussels Cemetery,50.869733333,4.422855555,,Evere,Belgium,cemetery,,,
Brussels Town Hall,50.846389,4.351667,,City of Brussels,Belgium,landmark,,,
Brussels-Congress station,50.852222222,4.361944444,,City of Brussels,Belgium,landmark,,,
Brussels-Luxembourg railway station,50.838889,4.373333,,Ixelles,Belgium,landmark,,,
Bryant Hill Cemetery,42.305278,-78.601944,,New York,United States,cemetery,,,
Bryce Canyon Lodge,37.626978,-112.168005,,Garfield County,United States,landmark,,,
Brytestuhög,55.415405,13.126582,,Trelleborg Municipality,Sweden,cemetery,,,
Buchanan School,41.526111,-90.608611,,Iowa,United States,university,,,
Buck Camp Patrol Cabin,37.561321,-119.489881,,Madera County,United States,landmark,,,
Buckauer Friedhof,52.0976,11.6512,,Magdeburg,Germany,cemetery,,,
Buckingham Building,41.87666667,-87.625,,Chicago,United States,landmark,,,
Buckingham Palace,51.501,-0.142,,City of Westminster,United Kingdom,castle,,,
Bucquoy Communal Cemetery,50.140529,2.714576,,Bucquoy,France,cemetery,,,
Bucquoy Communal Cemetery Extension,50.141249,2.714142,,Bucquoy,France,cemetery,,,
Buda Castle,47.496111111,19.039722222,,Budapest District I,Hungary,castle,,,
Budapest-Keleti railway station,47.500555555,19.083611111,,Budapest,Hungary,landmark,,,
Buffalo Central Terminal,42.8896,-78.8305,,Buffalo,United States,landmark,,,
Buffalo City Hall,42.886592,-78.879303,,Buffalo,United States,landmark,,,
Building A,52.173339,5.818828,,Radio Kootwijk,Netherlands,landmark,,,
Building at 30–34 Station Street,42.332972,-71.116889,,Brookline,United States,landmark,,,
building of revenue house of K. A. Vorozhein,47.22509722,39.73034722,,Rostov-on-Don,Russia,landmark,,,
Building of the Congress of Puebla,19.0433224,-98.2002461,,Puebla,Mexico,landmark,,,
Building of TVP Warsaw,52.188186763,21.008947587,,Mokotów,Poland,landmark,,,
"Building of Vilnian Bank, Gomel",52.42826,31.01317,,Gomel,Belarus,landmark,,,
Buildings at 1644-1666 Park Road NW,38.931667,-77.038056,,"Washington, D.C.",United States,park,,,
Bukit Cina,2.2,102.258,,Malacca,Malaysia,cemetery,,,
Bullock’s Wilshire,34.0616,-118.288,,Los Angeles,United States,landmark,,,
"Bullring of Cartagena, Spain",37.600627777,-0.980169444,,Cartagena,Spain,landmark,,,
Bullring of Castro Urdiales,43.38864,-3.23072,,Castro Urdiales,Spain,landmark,,,
Bullring of Teruel,40.33714,-1.103359,,Teruel,Spain,landmark,,,
bullring of Zaragoza,41.654444444,-0.891575,,Zaragoza City,Spain,landmark,,,
"Bully's Acre, Dublin",53.34277778,-6.30666667,,Dublin,Ireland,cemetery,,,
Bümpliz Cemetery,46.94047,7.38655,,Bern,Switzerland,cemetery,,,
Bunhill Fields Burial Ground,51.523611111,-0.088888888,,London Borough of Islington,United Kingdom,cemetery,,,
Bunshaft Residence,40.938156,-72.229614,,East Hampton,United States,landmark,,,
Bunyans Cemetery,50.283269,2.827994,,Tilloy-lès-Mofflaines,France,cemetery,,,
Bürgerpark,49.9741,6.63603,,Dudeldorf,Germany,cemetery,,,
Burgerweeshuis,52.34056,4.85611,,Amsterdam,Netherlands,landmark,,,
Burgstall Wagesenberg,48.5708,11.0584,,Pöttmes,Germany,cemetery,,,
Burgtorfriedhof,53.8847,10.7047,,Lübeck,Germany,cemetery,,,
Burial Hill,41.956,-70.666,,Plymouth,United States,cemetery,,,
Burial mount Grootebroek,52.69053,5.22732,,Stede Broec,Netherlands,cemetery,,,
Burial mounts at De Dorschkamp,51.97399,5.70068,,Wageningen,Netherlands,cemetery,,,
Burj Al Alam,25.1815,55.273,,Emirate of Dubai,United Arab Emirates,landmark,,,
Burj al-Arab,25.141388888,55.185277777,,Dubai,United Arab Emirates,landmark,,,
Burj Khalifa,25.197222222,55.274166666,,Dubai,United Arab Emirates,landmark,,,
Burleigh County Courthouse,46.807778,-100.783611,,Bismarck,United States,landmark,,,
Burlington Arcade,51.50913908,-0.140305635,,City of Westminster,United Kingdom,landmark,,,
Burr Oak Cemetery,41.6622,-87.7292,,Illinois,United States,cemetery,,,
Bursa Green Mosque,40.182194444,29.074611111,,Bursa,Turkey,temple,,,
Burton Morse House,42.5625,-114.461388888,,Twin Falls,United States,landmark,,,
Burtscheid cemetery,50.7579,6.09377,,Aachen,Germany,cemetery,,,
Busáras,53.34972222,-6.25194444,,Dublin,Ireland,landmark,,,
Bush Stadium,39.788056,-86.188611,,Indianapolis,United States,stadium,,,
Butler Street Gatehouse,40.475,-79.9575,,Pittsburgh,United States,cemetery,,,
Butovo Cemetery,55.526944444,37.564166666,,Moscow,Russia,cemetery,,,
Butovo firing range,55.53339,37.59434,,德罗日诺_(莫斯科州),Russia,cemetery,,,
butte du Hu,49.026667,-0.128611,,Condé-sur-Ifs,France,cemetery,,,
Butte Saint-Sauveur,50.60324,5.18821,,Braives,Belgium,cemetery,,,
Byakugō-ji Temple,34.67111111,135.85138889,,Nara,Japan,cemetery,,,
Bykovo cemetery,55.60666668,38.07944445,,Zhukovsky,Russia,cemetery,,,
Byzantium,52.362038888,4.880508333,,Amsterdam,Netherlands,landmark,,,
C. C. Cavanah House,43.611944444,-116.193333333,,Boise,United States,landmark,,,
C.F. and Mary Singmaster House,41.381389,-91.980278,,Iowa,United States,landmark,,,
Cà de sass,45.468912,9.189688,,Milan,Italy,landmark,,,
Ca la Pilar,41.276819275,2.064874317,,Viladecans,Spain,landmark,,,
Ca' Vendramin Calergi,45.442222,12.329722,,Venice,Italy,landmark,,,
Caballero Rivero Woodlawn Park North Cemetery and Mausoleum,25.764611111,-80.248527777,,Miami,United States,cemetery,,,
Cabanon de vacances,43.75991667,7.46333333,,Roquebrune-Cap-Martin,France,landmark,,,
Cadillac Hotel,25.811944,-80.123056,,Miami Beach,United States,hotel,,,
Caestre Military Cemetery,50.759053,2.596947,,Caëstre,France,cemetery,,,
Cagnicourt Communal Cemetery,50.213515,3.0059,,Cagnicourt,France,cemetery,,,
Cais das Artes,-20.317681,-40.291224,,Vitória,Brazil,landmark,,,
Caju Cemetery,-22.88305556,-43.22194444,,Rio de Janeiro,Brazil,cemetery,,,
Cal Llonch,41.4931,2.03034,,Rubí,Spain,landmark,,,
Calhoun County Courthouse,33.663056,-80.779444,,South Carolina,United States,landmark,,,
California Academy of Sciences building,37.7698243,-122.4660866,,San Francisco,United States,university,,,
California Aerospace Museum,34.0167,-118.2839,,South Los Angeles,United States,museum,,,
Califórnia Building (São Paulo),-23.5449467,-46.6412545,,São Paulo,Brazil,landmark,,,
Caltrans District 7 Headquarters,34.0514,-118.244,,Los Angeles,United States,landmark,,,
Calvary Cemetery,-9.8006,-139.0382,,Hiva-Oa,France,cemetery,,,
Calvary Cemetery,34.024927777,-118.178847222,,Los Angeles,United States,cemetery,,,
Calvary Cemetery,40.735277777,-73.918055555,,New York,United States,cemetery,,,
Calvary Cemetery,41.4375,-81.6075,,Cleveland,United States,cemetery,,,
Calvary Cemetery,43.033980555,-87.981961111,,Milwaukee,United States,cemetery,,,
Calvary Cemetery,47.667,-122.293,,Seattle,United States,cemetery,,,
Calvary Methodist Church,42.409167,-71.146944,,Arlington,United States,church,,,
Calverton National Cemetery,40.925363888,-72.815472222,,Riverhead,United States,cemetery,,,
Camas Cemetery,45.593638888,-122.395222222,,Washington,United States,cemetery,,,
Cambridge American Cemetery and Memorial,52.2161,0.05381,,Cambridge,United Kingdom,cemetery,,,
Camp Hill Cemetery,44.6427,-63.5862,,Nova Scotia,Canada,cemetery,,,
Camp Nelson National Cemetery,37.785997222,-84.60125,,Jessamine County,United States,cemetery,,,
Camp Nou,41.380833333,2.122777777,,,,landmark,,,
Campagne-lès-Wardrecques churchyard,50.718926,2.334406,,Campagne-lès-Wardrecques,France,cemetery,,,
Camperdown Cemetery,-33.894222,151.18049,,Inner West,Australia,cemetery,,,
Camphin-en-Pévèle cemetery,50.59785,3.258333,,Camphin-en-Pévèle,France,cemetery,,,
Campo santo,43.724,10.39495,,Pisa,Italy,cemetery,,,
Campo Santo,52.5196,13.4004,,Bezirk Mitte,Germany,cemetery,,,
Campo Santo,51.063889,3.749167,,Ghent,Belgium,cemetery,,,
Campo Santo d'Orléans,47.9033,1.91068,,Orléans,France,cemetery,,,
Campo Santo Teutonico,41.901388888,12.454444444,,Roma Capitale,Italy,cemetery,,,
Campo Verano,41.901516046,12.520300467,,Roma Capitale,Italy,cemetery,,,
Camposanto della Misericordia di Siena,43.309051,11.333145,,Siena,Italy,cemetery,,,
Can Casas,41.451346,2.244555,,Badalona,Spain,landmark,,,
Can Duran i Can Mirabent,41.2384,1.80773,,Sitges,Spain,landmark,,,
Can Lis,39.35277778,3.20694444,,Santanyí,Spain,landmark,,,
Can Montal de l'esquerra,41.58207,2.54943,,Arenys de Mar,Spain,landmark,,,
Can Nonell,41.48013,2.26863,,Tiana,Spain,landmark,,,
Can Nyol (Vilassar de Mar),41.50402,2.39261,,Vilassar de Mar,Spain,landmark,,,
Can Sala de Dalt,41.602649,2.548257,,Arenys de Munt,Spain,landmark,,,
Can Suñol,41.480587578,2.321205139,,El Masnou,Spain,landmark,,,
Canadian Broadcasting Centre,43.6448,-79.3882,,Ontario,Canada,landmark,,,
Canadian Museum of History,45.429722222,-75.708888888,,Gatineau,Canada,museum,,,
Canary Wharf,51.503611111,-0.018611111,,Isle of Dogs,United Kingdom,landmark,,,
Cane Hill Cemetery,35.91388,-94.3992,,Arkansas,United States,cemetery,,,
Cannon County Courthouse,35.828333,-86.070833,,Tennessee,United States,landmark,,,
Canongate Kirkyard,55.9523,-3.17984,,City of Edinburgh,United Kingdom,cemetery,,,
Canterbury Cathedral,51.279811,1.083001,,Canterbury,United Kingdom,church,,,
Cantimpre Canadian Cemetery,50.201736,3.181562,,Sailly-lez-Cambrai,France,cemetery,,,
Canton Tower,23.1092,113.319147222,,Chigang Subdistrict,People's Republic of China,landmark,,,
Canyon Creek Shelter,47.9517532,-123.8199193,,Clallam County,United States,landmark,,,
Cao Cao Mausoleum,36.24083333,114.25972222,,Anfeng Township,People's Republic of China,cemetery,,,
Cape Town Stadium,-33.903461111,18.411152777,,,,stadium,,,
CapitaGreen,1.2819,103.8503,,Raffles Place,Singapore,landmark,,,
Capital Club Building,35.777222,-78.640556,,Raleigh,United States,landmark,,,
Capital Gate,24.418636111,54.434691666,,Abu Dhabi,United Arab Emirates,landmark,,,
Capitol Records Building,34.1031,-118.326,,Los Angeles,United States,landmark,,,
Capitole de Toulouse,43.604444444,1.444,,Toulouse,France,landmark,,,
Capitoline Museums,41.893055555,12.482777777,,,,museum,,,
Cappella Colleoni,45.70344,9.66211,,Bergamo,Italy,landmark,,,
Cappella Paolina,41.902611111,12.454727777,,Vatican City,Vatican City,landmark,,,
Cappelle-en-Pévèle cemetery,50.512874,3.165898,,Cappelle-en-Pévèle,France,cemetery,,,
Capt. John Jeffries Burial Marker,39.3489,-74.6609,,New Jersey,United States,cemetery,,,
Captain Noble Allen Birge House,33.64484,-96.61772,,Sherman,United States,landmark,,,
Caracas Museum of Fine Arts,10.500638888,-66.896972222,,San Agustín,Venezuela,museum,,,
Cardboard Cathedral,-43.5324,172.643,,Christchurch City,New Zealand,church,,,
Cardiff City Stadium,51.472778,-3.203056,,,,stadium,,,
Carew Tower,39.10083,-84.5132,,Cincinnati,United States,landmark,,,
Carleton Crematorium and Cemetery,53.8462,-3.0211,,England,United Kingdom,cemetery,,,
Carlton Hotel,-26.20611111,28.04638889,,Johannesburg,South Africa,hotel,,,
"Carlton Hotel, Amsterdam",52.3665,4.893055555,,Amsterdam,Netherlands,hotel,,,
Carlton Tel Aviv,32.08652,34.76955,,Tel Aviv,Israel,landmark,,,
Carmelite Church,52.24333333,21.01555556,,Warsaw,Poland,church,,,
Carnegie Hall,40.765,-73.98,,,,landmark,,,
Carnegie Hall Tower,40.764808,-73.979717,,New York,United States,landmark,,,
Carolina Inn,35.910442,-79.054536,,Chapel Hill,United States,hotel,,,
Caroline Brevard Grammar School,30.435833,-84.279167,,Florida,United States,university,,,
Caroline Church and Cemetery,40.9470006,-73.1128689,,Brookhaven,United States,cemetery,,,
"Carpenter, Lakeside, and Springvale Cemeteries",41.8425,-71.3525,,Rhode Island,United States,cemetery,,,
Carrickbrennan Churchyard,53.289901,-6.150617,,Monkstown,Ireland,cemetery,,,
Carrousel du Louvre,48.861111,2.335278,,Paris,France,landmark,,,
Carrowkeel Megalithic Cemetery,54.053333,-8.377778,,County Sligo,Ireland,cemetery,,,
Carvin German military cemetery,50.49852,2.95108,,Carvin,France,cemetery,,,
Casa Amatller,41.391449,2.165009,,Dreta de l'Eixample,Spain,landmark,,,
Casa Antoni Pous,41.5654,2.01386,,Terrassa,Spain,landmark,,,
Casa Batlló,41.39158,2.16492,,,,landmark,,,
Casa Boleda,41.3688,2.12686,,L'Hospitalet de Llobregat,Spain,landmark,,,
Casa Calvet,41.390833333,2.173055555,,Dreta de l'Eixample,Spain,landmark,,,
Casa d'en Sanjuan,41.47753,2.31179,,El Masnou,Spain,landmark,,,
Casa da Música,41.158886111,-8.630711111,,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Portugal,landmark,,,
Casa das Canoas,-22.985902,-43.272883,,Rio de Janeiro,Brazil,landmark,,,
Casa das Histórias Paula Rego,38.69036,-9.42133,,Cascais e Estoril,Portugal,landmark,,,
Casa de Correos y Telégrafos (Málaga),36.720055555,-4.416138888,,Málaga,Spain,landmark,,,
Casa de España,18.466432,-66.108019,,San Juan,United States,landmark,,,
Casa de las Bolas,40.424641666,-3.676483333,,Madrid,Spain,landmark,,,
Casa de Serralves,41.1585,-8.6577,,Lordelo do Ouro e Massarelos,Portugal,landmark,,,
Casa de veïns d'Antoni Prats,41.380436,2.0517,,Sant Feliu de Llobregat,Spain,landmark,,,
Casa del Doctor Núñez,40.434116666,-3.702911111,,Trafalgar,Spain,landmark,,,
Casa dels Italians,42.257537,3.181604,,Roses,Spain,landmark,,,
Casa dels Lleons,41.388180585,2.190828075,,"Sant Pere, Santa Caterina i la Ribera",Spain,landmark,,,
Casa Dorda,37.604792,-0.990447,,Cartagena,Spain,landmark,,,
Casa Dr. Klein,41.63892,2.35632,,Cardedeu,Spain,landmark,,,
Casa Emili Soler,41.565,2.01411,,Terrassa,Spain,landmark,,,
Casa F. Berenguer,41.647225694,1.572864261,,Rubió,Spain,landmark,,,
Casa Gerassi,-23.549475,-46.7068426,,São Paulo,Brazil,landmark,,,
Casa Joaquim Miracle Baldrich,41.11453,1.252763,,Tarragona,Spain,landmark,,,
Casa Josep Iglésias,41.681257,2.287291,,La Garriga,Spain,landmark,,,
Casa Josep Urgell,41.234542,1.805916,,Sitges,Spain,landmark,,,
Casa Loma,43.678116666,-79.409341666,,Toronto,Canada,landmark,,,
Casa Mañosa,41.681508,2.28716,,La Garriga,Spain,landmark,,,
Casa Miquel Mach,41.5615,2.01168,,Terrassa,Spain,landmark,,,
Casa Moruna,37.669055869,-0.952986674,,Cartagena,Spain,landmark,,,
Casa Orri,41.9781,2.82444,,Girona,Spain,landmark,,,
Casa Roberto Ivens - Casa da Arquitetura,41.182184,-8.691441,,Matosinhos e Leça da Palmeira,Portugal,landmark,,,
Casa Rosada,-34.608055555,-58.370277777,,Buenos Aires,Argentina,landmark,,,
Casa Valarino,37.601824475,-0.986977618,,Cartagena,Spain,landmark,,,
Casa Vicens,41.403486545,2.150643258,,Vila de Gràcia,Spain,landmark,,,
Casa Zapata,37.60708889,-0.99079722,,Cartagena,Spain,landmark,,,
Casablanca Finance City Tower,33.56355,-7.661,,Casablanca,Morocco,landmark,,,
Casamaures,45.200846,5.717241,,Saint-Martin-le-Vinoux,France,landmark,,,
Cascade Canyon Barn,43.7675,-110.818611,,Teton County,United States,landmark,,,
Cascade Theatre,40.58198,-122.38947,,Redding,United States,theater,,,
Cases bessones al carrer de l'Hospital,41.424494,1.787961,,Sant Sadurní d'Anoia,Spain,landmark,,,
Cases Cerdà,41.393268,2.168614,,Dreta de l'Eixample,Spain,landmark,,,
Caseta de la Maquinilla,41.601266361,2.623860218,,Sant Pol de Mar,Spain,landmark,,,
Casetes Borràs,41.3697,2.12226,,La Torrassa,Spain,landmark,,,
Casino da Madeira,32.644194444,-16.916194444,,Sé,Portugal,landmark,,,
Casino de Murcia,37.985423,-1.129032,,Murcia,Spain,landmark,,,
Casino de Toledo,39.858669,-4.021671,,Toledo,Spain,landmark,,,
Casino Kursaal Ostend,51.23139,2.9125,,Ostend,Belgium,landmark,,,
Casino La Constància,41.781671,3.032122,,Sant Feliu de Guíxols,Spain,landmark,,,
Casino Mauresque,44.658333,-1.172778,,Arcachon,France,landmark,,,
Casino Palm Beach,43.53612,7.03719,,Cannes,France,landmark,,,
Cassel Communal Cemetery Extension,50.79883,2.492219,,Cassel,France,cemetery,,,
Castel Sant'Angelo,41.903044,12.466307,,,,landmark,,,
Castello Estense,44.837628,11.619426,,Ferrara,Italy,landmark,,,
Castellum of Weltenburg-Frauenberg,48.8957,11.8229,,凯尔海姆,Germany,cemetery,,,
Castle de Haar,52.121431,4.986347,,Utrecht,Netherlands,castle,,,
Castle of the Three Dragons,41.38806944,2.18338611,,"Sant Pere, Santa Caterina i la Ribera",Spain,castle,,,
Castlerigg stone circle,54.6028,-3.09843,,St John's Castlerigg and Wythburn,United Kingdom,cemetery,,,
Cat House,56.95018611,24.108425,,Riga,Latvia,landmark,,,
Catacomb of Callixtus,41.85887778,12.51105833,,Rome,Italy,cemetery,,,
Catacomb of Priscilla,41.9297,12.5087,,Rome,Italy,cemetery,,,
Catacombe dei Cappuccini,38.111667,13.339167,,Palermo,Italy,cemetery,,,
Catacombs of Domitilla,41.85891389,12.50552778,,Rome,Italy,cemetery,,,
Catacombs of Kom el Shoqafa,31.186944,29.904722,,Sydney,Egypt,cemetery,,,
Catacombs of Marcellinus and Peter,41.87902778,12.54908333,,Rome,Italy,cemetery,,,
Catacombs of Paris,48.83397,2.33245,,Paris,France,cemetery,,,
Catacombs of Saint Agnes,41.92277778,12.51861111,,Rome,Italy,cemetery,,,
