name,latitude,longitude,description,city,country,category,address,phone,website
Catacombs of San Gennaro,40.86418,14.247624,,Naples,Italy,cemetery,,,
Catacombs of San Sebastiano,41.855762,12.516484,,Rome,Italy,cemetery,,,
Catania Cathedral,37.50246,15.08821,,Catania,Italy,church,,,
Cataraqui Cemetery,44.264444444,-76.541111111,,Kingston,Canada,cemetery,,,
Catedral Militar Rainha da Paz,-15.78081,-47.92431,,Brasília,Brazil,church,,,
Catequística,41.485,2.267319444,,Tiana,Spain,landmark,,,
Catete Palace,-22.925833333,-43.176111111,,Rio de Janeiro,Brazil,castle,,,
Catetinho,-15.9475,-47.988333333,,Park Way,Brazil,landmark,,,
Cathays Cemetery,51.5017,-3.18083,,Cardiff,United Kingdom,cemetery,,,
Cathedral Basilica of St. Ann,28.10083333,-15.41472222,,Las Palmas de Gran Canaria,Spain,church,,,
Cathedral of Brasília,-15.798333333,-47.875555555,,Brasília,Brazil,church,,,
Cathedral of Christ the Saviour,55.744444444,37.605555555,,,,church,,,
"Cathedral of Divine Providence, Chișinău",47.02912,28.82909,,Chișinău,Moldova,church,,,
Cathedral of Jesus' Heart,43.8592918,18.4253936,,Stari Grad,Bosnia and Herzegovina,church,,,
Cathedral of La Plata,-34.922883333,-57.956316666,,La Plata,Argentina,church,,,
Cathedral of Learning,40.444167,-79.953056,,Pittsburgh,United States,church,,,
Cathedral of Our Lady of Strasbourg,48.581666666,7.750833333,,Strasbourg,France,church,,,
Cathedral of Our Lady of the Angels,34.058333333,-118.245833333,,Los Angeles,United States,church,,,
Cathedral of Saint Bavo,52.376389,4.622222,,Haarlem,Netherlands,church,,,
Cathedral of Salto,-31.3888,-57.9595,,Salto Department,Uruguay,church,,,
Cathedral of San Fernando,29.42449882,-98.49404997,,Texas,United States,church,,,
Cathedral of Santa Maria d'Urgell,42.357851,1.461917,,La Seu d'Urgell,Spain,church,,,
Cathedral of Santiago de Compostela,42.880555555,-8.544444444,,Santiago de Compostela,Spain,church,,,
cathedral of St. Peter and Paul,49.190972222,16.607361111,,Brno-město,Czech Republic,church,,,
Cathedral of the Holy Cross and Saint Eulalia,41.383888888,2.176388888,,Gothic Quarter,Spain,church,,,
Cathedral of the Holy Trinity,36.138235,-5.35406,,Gibraltar,United Kingdom,church,,,
Cathedral of the Immaculate Conception,55.767222222,37.571111111,,Presnensky District,Russia,church,,,
cathedral of the Magdalene,40.303992,-3.729199,,Getafe,Spain,church,,,
"Cathedral of the Sacred Heart of Jesus, Algiers",36.76416667,3.04777778,,Algiers,Algeria,church,,,
Cathedral of Trier,49.756111111,6.643055555,,Trier,Germany,church,,,
Cathedral of Urbino,43.725,12.636389,,Urbino,Italy,church,,,
Cathedral of Valladolid,41.652678,-4.723415,,Valladolid,Spain,church,,,
Catherine Palace,59.716,30.395555555,,Pushkin,Russia,castle,,,
Catholic Church St. Nicolas,46.18039,7.40448,,Hérémence,Switzerland,church,,,
Caudry Old Communal Cemetery,50.120068,3.422729,,Caudry,France,cemetery,,,
Cave Hill Cemetery,38.245556,-85.715833,,Louisville,United States,cemetery,,,
Cayan Tower,25.086889,55.145222,,Emirate of Dubai,United Arab Emirates,landmark,,,
CCC Shelter,41.709883,-85.034903,,Steuben County,United States,landmark,,,
CDRI RTC building,60.020598,30.368842,,Kalininsky District,Russia,landmark,,,
Cebeci Asri Cemetery,39.948,32.8889,,Ankara,Turkey,cemetery,,,
Cebu Provincial Capitol,10.31669722,123.89076111,,Cebu City,Philippines,landmark,,,
Cecilienhof,52.419167,13.070833,,Nördliche Vorstädte,Germany,landmark,,,
Cedar,52.315,4.95,,Amsterdam,Netherlands,landmark,,,
Cedar Grove Cemetery,40.502,-74.5335,,Franklin Township,United States,cemetery,,,
Cedar Hill Cemetery,41.723055555,-72.699444444,,Wethersfield,United States,cemetery,,,
Cedar Hill Cemetery,40.0242,-75.0747,,Philadelphia,United States,cemetery,,,
Cedar Lawn Cemetery,32.318380555,-90.216802777,,Jackson,United States,cemetery,,,
Cefn Golau Cholera Cemetery,51.76025,-3.2491153,,布莱奈格温特,United Kingdom,cemetery,,,
CEIP Hermanos San Isidoro y Santa Florentina,37.606495353,-0.987872128,,Cartagena,Spain,landmark,,,
Celle Castle,52.6239,10.0775,,Celle,Germany,castle,,,
Celle War Cemetery,52.6382,10.0828,,Celle,Germany,cemetery,,,
Celler Cooperatiu d'Espolla,42.3883,3.00117,,Espolla,Spain,landmark,,,
Celtic Park,55.849711111,-4.205588888,,,,park,,,
Cementerio Británico,-34.5898,-58.4647,,Buenos Aires,Argentina,cemetery,,,
Cementerio del Norte,-34.84138889,-56.17833333,,Montevideo,Uruguay,cemetery,,,
cemeteries at Hallesches Tor,52.495277777,13.391944444,,Friedrichshain-Kreuzberg,Germany,cemetery,,,
Cemeteries in Coburg,50.2539,10.9723,,Coburg,Germany,cemetery,,,
cemeteries on Bergmannstrasse,52.487080555,13.402030555,,Friedrichshain-Kreuzberg,Germany,cemetery,,,
Cemetery Atzgersdorf,48.142161,16.300604,,Liesing,Austria,cemetery,,,
Cemetery Bohnsdorf,52.399741666,13.559072222,,Berlin,Germany,cemetery,,,
Cemetery Chapel,47.2175,15.402,,Semriach,Austria,cemetery,,,
Cemetery Daleu,46.852905555,9.524183333,,Canton of the Grisons,Switzerland,cemetery,,,
Cemetery Eichbühl,47.382886111,8.474541666,,Canton of Zürich,Switzerland,cemetery,,,
Cemetery Feldmoching,48.2165,11.5256,,Feldmoching-Hasenbergl,Germany,cemetery,,,
Cemetery for Hebrew Confederate Soldiers,37.5523,-77.4296,,Virginia,United States,cemetery,,,
cemetery Graafseweg,51.83139,5.8325,,Nijmegen,Netherlands,cemetery,,,
cemetery Het Heilige Kruis,52.51624,6.0761,,Zwolle,Netherlands,cemetery,,,
cemetery Huis te Vraag,52.34667,4.84889,,Amsterdam,Netherlands,cemetery,,,
Cemetery in Baiertal,49.2943,8.73879,,Wiesloch,Germany,cemetery,,,
Cemetery in Kluki,54.68176,17.32359,,Kluki,Poland,cemetery,,,
Cemetery in Komarovo,60.204722222,29.799166666,,Komarovo,Russia,cemetery,,,
Cemetery Nordheim,47.4047,8.53189,,Unterstrass,Switzerland,cemetery,,,
Cemetery of Agramonte,41.15618889,-8.632325,,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Portugal,cemetery,,,
Cemetery of Arlon,49.694166666,5.816388888,,Arlon,Belgium,cemetery,,,
cemetery of Baarlo,52.737542,5.949458,,Steenwijkerland,Netherlands,cemetery,,,
Cemetery of Bailleul,50.738673,2.741815,,Bailleul,France,cemetery,,,
cemetery of Bozen,46.475374,11.33788,,Bolzano,Italy,cemetery,,,
Cemetery of Confucius,35.61861111,116.98638889,,Qufu,People's Republic of China,cemetery,,,
Cemetery of Croix-Rousse,45.7829,4.81965,,Lyon,France,cemetery,,,
Cemetery of Kings,46.201944444,6.136388888,,Geneva,Switzerland,cemetery,,,
cemetery of Lambrate,45.491156,9.257998,,Milan,Italy,cemetery,,,
cemetery of Montfort-l'Amaury,48.7776,1.80692,,Montfort-l'Amaury,France,cemetery,,,
Cemetery of Nanterre Mont-Valérien,48.8759,2.20814,,Nanterre,France,cemetery,,,
"Cemetery of Notre-Dame, Versailles",48.8139,2.1307,,Versailles,France,cemetery,,,
"Cemetery of Poggioreale, Naples",40.870042,14.29238,,Naples,Italy,cemetery,,,
Cemetery of Punta Arenas,-53.1528,-70.8975,,Punta Arenas,Chile,cemetery,,,
Cemetery of Quesnoy-sur-Deûle,50.711949,3.00458,,Quesnoy-sur-Deûle,France,cemetery,,,
Cemetery of Saint-Denis,48.937445,2.363851,,Saint-Denis,France,cemetery,,,
Cemetery of Saint-Fargeau,47.641,3.0756,,Saint-Fargeau,France,cemetery,,,
"Cemetery of Saint-Louis, Versailles",48.7927,2.1223,,Versailles,France,cemetery,,,
Cemetery of Saint-Tropez,43.2728,6.64639,,Saint-Tropez,France,cemetery,,,
cemetery of San Pietro in Vincoli,45.08246,7.68222,,Turin,Italy,cemetery,,,
Cemetery of Soviet Prisoners of War in Naujoji Vilnia,54.684,25.424,,Vilnius,Lithuania,cemetery,,,
Cemetery of Steenvoorde,50.809688,2.585833,,Steenvoorde,France,cemetery,,,
cemetery of Terre Cabade,43.6069,1.46,,Toulouse,France,cemetery,,,
Cemetery of the Victims of January 9,59.851203,30.447753,,Saint Petersburg,Russia,cemetery,,,
cemetery of the victims of the Vajont,46.233,12.2876,,Longarone,Italy,cemetery,,,
cemetery of Undefeated,45.84896,13.48488,,Fogliano Redipuglia,Italy,cemetery,,,
Cemetery of Vergons,43.9127,6.59613,,Vergons,France,cemetery,,,
cemetery of Ypres,50.85319,2.89717,,Ypres,Belgium,cemetery,,,
Cemetery of Zhenghaijun,23.153622056,120.638907828,,Xiaolin Village,Taiwan,cemetery,,,
Cemetery on Sienkiewicza Street in Katowice,50.25,19.020833333,,Śródmieście,Poland,cemetery,,,
Cemetery Pankow IV,52.583511111,13.408930555,,Pankow,Germany,cemetery,,,
Cemetery Perchtoldsdorf,48.1174,16.2757,,Perchtoldsdorf,Austria,cemetery,,,
Cemetery Rodaun,48.134166666,16.27,,Rodaun,Austria,cemetery,,,
cemetery Saint-Lazare (Montpellier),43.6261,3.890088888,,Montpellier,France,cemetery,,,
Cemetery Sant'Orsola,38.0997,13.362,,Palermo,Italy,cemetery,,,
Cemetery Sceaux,48.77973,2.2838,,Sceaux,France,cemetery,,,
Cemetery Sihlfeld,47.375027777,8.509472222,,Zurich,Switzerland,cemetery,,,
Cemetery Sint Barbara,52.0685,4.34203,,The Hague,Netherlands,cemetery,,,
cemetery Willeskop,52.022205555,4.890277777,,Oudewater,Netherlands,cemetery,,,
Cemitério Alemão,38.71433,-9.164879,,Campo de Ourique,Portugal,cemetery,,,
Cemitério de São João Batista,-22.959161111,-43.188411111,,Rio de Janeiro,Brazil,cemetery,,,
Cemitério de Vila Formosa,-23.563986111,-46.527441666,,São Paulo,Brazil,cemetery,,,
Cemitério do Morumbi,-23.624166666,-46.723888888,,São Paulo,Brazil,cemetery,,,
Cemitério dos Ingleses,-8.047222222,-34.876388888,,Pernambuco,Brazil,cemetery,,,
Cemitério Municipal de Santana,-23.49666667,-46.63888889,,São Paulo,Brazil,cemetery,,,
Centennial Hall,51.106944444,17.077222222,,Wrocław,Poland,landmark,,,
Center Cemetery,42.394444,-72.943333,,Worthington,United States,cemetery,,,
Center for the Visual Arts,41.657854,-83.557766,,Toledo,United States,landmark,,,
Center of Innovation Anacleto Angelini,-33.497866,-70.61515,,Macul,Chile,landmark,,,
Center Street Cemetery,41.4565,-72.8241,,Wallingford,United States,cemetery,,,
Centerville Pioneer Cemetery,37.5599,-122.008,,California,United States,cemetery,,,
Central Bank of Iraq Tower,33.288972222,44.3845,,Baghdad,Iraq,landmark,,,
Central Bathhouse Vienna,48.2058,16.3746,,Vienna,Austria,landmark,,,
Central Burying Ground,42.3528758,-71.0659454,,Boston,United States,cemetery,,,
Central Cemetery in Szczecin,53.420555555,14.523333333,,Szczecin,Poland,cemetery,,,
Central Cemetery of Bogotá,4.616388888,-74.075277777,,Bogotá,Colombia,cemetery,,,
Central Cemetery of Montevideo,-34.9125,-56.187222222,,Montevideo,Uruguay,cemetery,,,
Central Fire Station,41.551667,-70.607778,,Massachusetts,United States,landmark,,,
Central Heating Plant,38.885575,-77.028917,,"Washington, D.C.",United States,landmark,,,
"Central Library, Des Moines",41.58608,-93.631106,,Des Moines,United States,library,,,
Central Mosque of Melilla,35.295866666,-2.945002777,,Melilla,Spain,temple,,,
Central National Bank,37.5436,-77.44,,Richmond,United States,landmark,,,
Central Plaza,22.28,114.173611111,,Hong Kong Flight Information Region,People's Republic of China,landmark,,,
Central Saint Giles,51.516,-0.127738,,London Borough of Camden,United Kingdom,landmark,,,
Central Sofia Cemetery,42.716375,23.333008333,,Sofia,Bulgaria,cemetery,,,
Central Synagogue,40.759611111,-73.9705,,New York,United States,temple,,,
Central Synagogue of Sofia,42.70027778,23.32101111,,Stolichna Municipality,Bulgaria,temple,,,
Centre Cívic de Riudaura,42.1883,2.408825,,Riudaura,Spain,landmark,,,
centre commercial Maillot,48.186944444,3.303888888,,Maillot,France,landmark,,,
Centre Georges Pompidou,48.860642,2.352245,,Quartier Saint-Merri,France,landmark,,,
Centre International de Congrès de Tours,47.3918,0.693363,,Tours,France,landmark,,,
Centre Point,51.515861111,-0.129694444,,London Borough of Camden,United Kingdom,landmark,,,
Centre Pompidou-Metz,49.108056,6.18,,Metz,France,landmark,,,
Centro Comercial Aragonia,41.6400777,-0.9091422,,Zaragoza,Spain,landmark,,,
Centro Diaz,45.461816,9.189999,,Milan,Italy,landmark,,,
Centro Direzionale di Fontivegge,43.1057,12.3762,,Perugia,Italy,landmark,,,
Centrum LIM,52.22732626,21.00461483,,Śródmieście,Poland,landmark,,,
Century Center,51.217093819,4.419249332,,Antwerp,Belgium,landmark,,,
Century Tower,35.70230556,139.75972222,,Tokyo,Japan,landmark,,,
Ceramics Park Mino,35.33086111,137.15488889,,Nagoya,Japan,park,,,
Céramique-Wohn- und Bürohaus,50.8468,5.7026,,Maastricht-Centrum,Netherlands,landmark,,,
Certosa di Bologna,44.497405,11.307747,,Bologna,Italy,cemetery,,,
Certosa di Pavia,45.257,9.14827778,,Certosa di Pavia,Italy,landmark,,,
Chain Bridge Road School,38.929167,-77.096667,,"Washington, D.C.",United States,university,,,
Chalet Orduña,37.63963312,-1.006819053,,Cartagena,Spain,landmark,,,
Challenger,48.785294,2.072459,,Guyancourt,France,landmark,,,
Champeaux cemetery of Montmorency,48.99362,2.323514,,Montmorency,France,cemetery,,,
Champmol,47.321694444,5.017427777,,Dijon,France,cemetery,,,
Champs Bruley cemetery,47.2479,6.03994,,Besançon,France,cemetery,,,
Chanin Building,40.751111,-73.975556,,New York,United States,landmark,,,
Chapel of St. Basil,29.7384,-95.3932,,Texas,United States,church,,,
Chapel of St. Mary and St. Nathalan,56.976885,-2.192012,,Aberdeenshire,United Kingdom,cemetery,,,
