match_type,wikidata_name,apify_name,wikidata_qid,wikidata_city,wikidata_country,apify_city,apify_country,apify_rating,distance_meters,wikidata_id,apify_id
location_only,"1 avenue Paul-Doumer","Benjamin Franklin Statue",Q113314795,"Paris","France","Paris","France",4.7,40,765d6ba6-ad5a-4913-af00-359e5438a741,26009be3-cc99-4b5f-9f6a-270fdc7762f7
exact_name,"1 Police Plaza","1 Police Plaza",Q4596012,"New York","United States","New York","United States",,80,5fb219cb-1f61-440a-bb01-64ec6787ec73,47509fcb-4490-4c2e-b29d-272dc367763c
similar_name,"10 Downing Street","10 Downing St",Q169101,"City of Westminster","United Kingdom","London","United Kingdom",,21,8ecb1fd0-1a65-4b5a-9c06-1b1531d47df2,d2263af1-7b09-4bb8-9964-55407a4b7f6c
location_only,"116 John Street","Wolf forest cafe",Q22329563,"New York","United States","New York","United States",4.7,40,0206bf07-07f2-4c31-9e42-8febbda604c4,3a606973-d98d-4623-85c1-7c96c8067b26
location_only,"1211 Avenue of the Americas","1221 6th Ave",Q2943880,"New York","United States","New York","United States",,125,33158400-8760-4d82-8b3a-95de8beeb6c2,3c63d34c-7342-41b2-9966-c50957c7a199
location_only,"122 East 23rd Street","Mishkin Gallery",Q40151610,"New York","United States","New York","United States",4.6,72,b8f38cf8-ca50-4590-a916-cabadbca1bf7,91eda3d9-d4a0-4269-b362-0ef8d03484e6
location_only,"122 Leadenhall Street","The Willis Building",Q2742547,"London","United Kingdom","London","United Kingdom",,131,d54107ab-e301-4bcf-bd88-20b9272cbb7b,56eb73dd-21bc-408b-b69f-8cbfb6af04d6
location_only,"1221 Avenue of the Americas","1221 6th Ave",Q172811,"New York","United States","New York","United States",,43,add3bccd-4082-4abe-8314-27146cbe1640,3c63d34c-7342-41b2-9966-c50957c7a199
location_only,"1270 Avenue of the Americas","Top of The Rock",Q101084958,"New York","United States","New York","United States",4.7,111,fb8e1da4-6a41-44a2-b6d2-01e1e8f6e8ee,10fac980-15be-4265-80cd-fca3238c23a0
location_only,"1717 East Ninth Building","Residences At 1717",Q4552487,"Cleveland","United States","Cleveland","United States",4.4,18,67207487-f8b5-438c-8966-103abbb98af1,93aee207-2ae5-45bd-990a-05b257ea717e
similar_name,"191 Peachtree Tower","Peachtree Tower",Q2746067,"Atlanta","United States","Atlanta","United States",,69,9ac334b5-1df6-4f47-8987-d72c45551e55,c5f70123-3c45-4a86-9199-aef3ad261bc8
similar_name,"2 World Trade Center","World Trade Center",Q1127212,"New York","United States","New York","United States",4.8,98,a5057d99-e806-4571-935b-20a62b02a89d,c2cff9c0-5eb4-4d48-a4a6-319c639d2ad6
location_only,"27 Wałowa Street in Gdańsk","Wałowa 27",Q112721886,"Gdańsk","Poland","Gdansk","Poland",,38,807f82af-38a1-4955-8b80-bf0edcf1e361,72a7e451-4b6a-49e2-a65c-5594ca5da784
location_only,"270 Park Avenue","JPMorgan Chase & Co.",Q1676687,"New York","United States","New York","United States",2.3,5,873ac5d0-0e72-454e-9fb2-9dc8f8e35db5,aaf65533-39fb-4611-b710-ec11e68ea73e
location_only,"3 Mickiewicza Street in Katowice","Adama Mickiewicza 7",Q9268837,"Katowice","Poland","Katowice","Poland",,92,a0f8b91a-c313-4f5d-84fb-a712ccdf0daf,cea93f9c-e2e5-481a-96b8-9c81d4127c0f
location_only,"3 World Trade Center","Lady M Cake Boutique - NY",Q941908,"New York","United States","New York","United States",3.9,81,7baa5a21-1c71-4ad6-a61f-dcc50f03b145,de7df0de-4214-4764-b926-ea07ee68b404
location_only,"30 Hudson Yards","Edge Observatory",Q15264266,"New York City","United States","New York","United States",4.6,63,f5d81337-0cf5-479b-b5fd-a72a2900efec,fe3360ab-c1a9-4abf-9a89-57eba90a194c
location_only,"30 Rockefeller Plaza","Top of The Rock",Q680614,"New York","United States","New York","United States",4.7,42,060fdd45-7e2f-4d7c-a6fe-9860f8166b2b,10fac980-15be-4265-80cd-fca3238c23a0
location_only,"333 South Wabash","333 S Wabash Ave",Q961346,"Chicago","United States","Chicago","United States",,35,62898e97-8339-48e6-b8ee-57234b865802,02682ff3-2ec7-4839-a6bb-8d8d89bc8b3b
similar_name,"4 Grafheuvels","Grafheuvels",Q17454797,"Wageningen","Netherlands","Wageningen","Netherlands",5,40,4d726b3a-13f9-4e04-ad4f-d46c782988ed,cb8e11be-db3a-40d5-8ba2-4436d43338e6
location_only,"4 World Trade Center","Lady M Cake Boutique - NY",Q2593897,"New York City","United States","New York","United States",3.9,53,ff967061-001f-4d14-81cd-3bfab243f918,de7df0de-4214-4764-b926-ea07ee68b404
location_only,"4 World Trade Center","Lady M Cake Boutique - NY",Q1351208,"New York","United States","New York","United States",3.9,20,d0a15f7a-df1d-49a0-89a8-0b892bc81a08,de7df0de-4214-4764-b926-ea07ee68b404
location_only,"40 Wall Street","SkyCafe on Wall Street",Q218305,"New York","United States","New York","United States",5,48,c5a452aa-51d6-4ff9-b11a-321fdf4e95a9,ebffa1f7-85bc-4941-aee3-58726c200dd9
location_only,"425 Park Avenue","BONSAII Tapas & Wine Bar",Q2631826,"New York","United States","New York","United States",4.8,102,0c6a553d-4b6d-4357-a1b6-bb3ae82e4f2a,cfb5b9ea-67bf-4698-97ad-7effeebf7324
similar_name,"432 Park Avenue","432 Park Avenue Condominiums",Q233940,"New York","United States","New York","United States",3.4,11,70f94da4-1d7a-41b7-9e67-328f309768a1,c45f2c03-4946-4d1b-b5e0-916061ca4c0b
location_only,"48 Wall Street","Conwell Coffee & Cocktail Hall",Q630074,"New York","United States","New York","United States",4.4,106,3e463b19-3e68-4e9e-a002-241d278f4f59,2f8df853-877d-4049-ae9d-a2a9f9a885bd
similar_name,"51 Astor Place","51 Astor Pl",Q29469890,"","United States","New York","United States",,29,7dc03878-fa9c-49a2-ac7c-293e56fae896,5e3c003e-4693-4810-98f0-4b9aa13456ff
location_only,"53W53","The Museum of Modern Art",Q2446907,"New York","United States","New York","United States",4.6,83,6227c6d4-dbbe-4fdb-8a99-3481313110d9,7613fe6f-9bb5-4308-bc2a-f55b0e82ef76
similar_name,"550 Madison Avenue","550 Madison Ave",Q1477826,"New York","United States","New York","United States",,15,63e5e7c6-da10-4632-9996-5d6f28485416,3be85763-f5f9-437e-885f-1d14c536c336
location_only,"56 Leonard Street","Frenchette Bakery",Q244358,"New York","United States","New York","United States",4.5,105,ff531b40-7c73-4d32-9528-f08551f567e5,93bcd652-7e04-4100-8a34-2858857bee01
similar_name,"580 California Street","580 California St",Q2817725,"San Francisco","United States","San Francisco","United States",,68,7328d5fd-213f-410f-8ad3-7b9a20cca134,bf5e4b9a-c800-4037-85f9-f68a0176c7cb
location_only,"60 Wall Street","Blue Park Kitchen Lower Manhattan",Q247887,"New York","United States","New York","United States",4.6,74,a2cfb720-2c8e-43b4-b3ba-1054237eb2b5,53d4070b-f9dd-4765-9c0d-22fcf40520e0
exact_name,"7 World Trade Center","7 World Trade Center",Q270066,"","","New York","United States",,47,a8d96a61-ae25-489d-a34d-25b8b352ca29,67e43046-c283-4fcb-ab65-b0771d4553eb
location_only,"70 Pine Street","Blue Park Kitchen Lower Manhattan",Q262041,"","","New York","United States",4.6,38,beee848a-884e-4f13-a840-bd246a4d14d0,53d4070b-f9dd-4765-9c0d-22fcf40520e0
location_only,"70 St Mary Axe","30 St Mary Axe",Q80201655,"London","United Kingdom","London","United Kingdom",,139,01d16429-5c67-4ba3-ab1a-aa745fe16adb,c24b259a-553e-4b8b-9892-1fd058aab043
location_only,"A. E. Larson Building","A.E. Larson Building",Q14713581,"Yakima","United States","Yakima","United States",4.7,82,7d57290a-03f3-4990-ad09-dccb3ab6aadb,f92c33c6-5355-4387-97f7-4ad4d15b4564
location_only,"A.M.V.J. building","Q-Park Byzantium",Q21707612,"Amsterdam","Netherlands","Amsterdam","Netherlands",2.9,113,c925343d-e01a-4a7a-aeee-5a130389c797,6933102e-1527-4f7d-a8d3-1a94502f3f51
similar_name,"Achiet-le-Grand Communal Cemetery","Achiet-le-Grand Communal Cemetery Extension",Q2168563,"Achiet-le-Grand","France","Achiet-le-Grand","France",,94,cef39c9e-4dfd-4a9a-9c8d-07682f64c1fd,da2c6b44-b411-4ccb-b0be-f63a919df3d9
location_only,"Achiet-le-Petit Communal Cemetery","Achiet Le Petit German Cemetery",Q2289520,"Achiet-le-Petit","France","Achiet-le-Petit","France",5,84,163a8995-262f-4c69-8545-385dd5097664,7b7ba95c-e581-400c-9168-e1f28a28fdac
location_only,"Ada Arts and Heritage Center","Ada Arts & Heritage Center",Q346270,"Ada","United States","Ada","United States",4.6,28,735ea64f-da25-4524-a650-553884c999ea,561694c7-8f03-4daf-b06c-66609804819f
location_only,"Adina Mosque","Adina Masjid",Q357320,"West Bengal","India","Pandua","India",4.3,13,74226f6f-f0c7-47ce-aa6c-7155ff117694,e403d75f-3b5a-4eac-b922-f3ad05b47331
location_only,"Administration Building, Treasure Island","Treasure Island Administration Building",Q4683413,"San Francisco","United States","San Francisco","United States",4.4,110,cf88e4e3-e4af-4116-a261-8c98cdc8cd11,34ecadb8-e07e-417a-ad9b-f09f3295f07e
similar_name,"Admiralty building in Saint Petersburg","Admiralty",Q359185,"Second Admiral Island","Russia","St Petersburg","Russia",4.8,14,d8f6bde1-6ab4-40ff-8d02-9cfa55c72671,31d387c6-a3b0-43d8-9711-cc03a7715477
location_only,"Adolfo Alsina town hall","Municipalidad de Adolfo Alsina",Q58864279,"Adolfo Alsina Partido","Argentina","Carhué","Argentina",4.6,10,846ffa23-aca4-4ecf-a53e-3ef33138a058,ac732764-982f-424c-8284-0e1df0b63e9c
location_only,"Adolfo Gonzales Chaves town hall","Municipalida de Adolfo Gonzales Chaves",Q58864200,"Adolfo Gonzales Chaves Partido","Argentina","Adolfo Gonzales Chaves","Argentina",4.2,23,290fb788-0be5-4756-83f3-f27e448f45ba,fb73e6b2-cbe8-475b-9704-f278950abe74
similar_name,"African Cemetery No. 2","African Cemetery No. 2, aka The Cemetery of the Union Benevolent Society No. 2",Q180624,"Lexington","United States","Lexington","United States",5,18,ca924a9f-b424-4d66-adba-496f44a094ce,0b5fe44a-480e-4665-a6e0-609b3ab92710
location_only,"Agape Centro Ecumenico","Agape International Ecumenical Center",Q3606344,"Prali","Italy","Prali","Italy",4.7,41,27172917-7ac9-4c98-94ad-8140f3b691b9,6ac93460-a75d-41e5-b168-349a79a0f5db
location_only,"Agenville Churchyard","Cimetière",Q2029134,"Agenville","France","Agenville","France",,24,319b77ff-ecb5-4390-b339-c26a091d89b4,e2a4a821-5681-486c-b3e2-cafc78099f60
location_only,"Agnez-les-Duisans Communal Cemetery","commonwealth war graves ww2 (agnez les duisans)",Q1913158,"Agnez-lès-Duisans","France","Agnez-lès-Duisans","France",,34,effa7604-3fd0-4052-ad26-c1547106d9cf,9bce2842-f0c3-41aa-bb94-7df931e00469
exact_name,"Ahavas Chesed Cemetery","Ahavas Chesed Cemetery",Q4695021,"Alabama","United States","Mobile","United States",,51,965a6787-f766-4d4c-a0a0-56705d75c3f0,7394f51f-4eac-4749-be4c-216d42393e4d
location_only,"Ahwahnee Hotel","The Ahwahnee",Q4696448,"Yosemite Village","United States","Yosemite Valley","United States",4.3,48,c38b55f3-d041-4783-bd08-25726ef69fea,3a515c8d-be77-45d0-ae27-f419468c8556
exact_name,"Ainola","Ainola",Q151782,"Järvenpää","Finland","Järvenpää","Finland",4.4,69,977e2f4e-7cdb-43e2-afbb-750bd364f2a0,af9e7ccc-8711-40d8-ae20-58117713d4ac
similar_name,"Akhisar Stadium","Spor Toto Akhisar Stadium",Q17508044,"Akhisar","Turkey","Akhisar","Turkey",4.6,11,e81776d2-0817-480c-90b9-cb3d188aaf6c,0e90e112-0193-4499-9998-f1ca1eccc11c
similar_name,"Al Bahr Towers","Al Hilal Bank, Al Bahr Towers",Q15707433,"Abu Dhabi","United Arab Emirates","Abu Dhabi","United Arab Emirates",4.6,58,db3ed3b2-62e0-481e-817a-8ca5e9e11582,80d7bb69-58a8-49ad-8e36-799ee8d4e373
location_only,"Al Faisaliah Centre","Al Faisaliah Tower",Q2303314,"Riyadh","Saudi Arabia","Riyadh","Saudi Arabia",4.6,18,dfe0ac44-a41c-43af-8b16-b559511c14c1,4248207a-9a82-43c8-b5c0-94817c80ea25
exact_name,"Al Hamra Tower","Al Hamra Tower",Q557933,"","","Kuwait City","Kuwait",,75,c05b5dec-737c-43df-adec-0436d86a0b49,a0fd6c2f-dc44-4804-be49-a9fc8c25a74e
location_only,"Al-Akbar Mosque","al-Akbar National Mosque Surabaya",Q13094984,"Surabaya","Indonesia","Surabaya","Indonesia",4.9,23,b2a0cdcc-06b3-485a-a2ac-a45e6aa1a610,a5d952d7-f94b-4985-9765-2e8fc950bd7f
location_only,"Al-Baqi'","Al Baqi Cemetery",Q154204,"Medina","Saudi Arabia","Madinah","Saudi Arabia",4.8,103,148ab088-9d64-4f6d-8a57-d06a90339897,a42f38a8-45af-4dc2-9caa-508d461ec50e
exact_name,"Alabama State Capitol","Alabama State Capitol",Q473393,"Alabama","United States","Montgomery","United States",4.6,54,2e542fb9-7193-492b-80d1-fb2b9f9d2d0e,820025c1-ae7f-446a-b46f-ed64056d36e5
exact_name,"Albanifriedhof","Albanifriedhof",Q2637231,"Göttingen","Germany","Göttingen","Germany",5,46,98f7280b-e3e4-4a25-82ad-c34127fe4745,0c23b884-dc11-4c36-a50a-d63bd5d58155
location_only,"Ale's Stones","Ales stenar",Q686510,"Ystad Municipality","Sweden","Löderup","Sweden",4.6,47,d773deaf-49fc-48eb-9e36-3eebdd8b39f0,8febeddc-cce8-476b-896f-f81d413e4ca0
similar_name,"Alexa","ALEXA Berlin",Q322847,"Bezirk Mitte","Germany","Berlin","Germany",4.3,129,f3619b21-2dd1-4c0f-80eb-6f6ffb8c5c27,bf88e87e-bbe9-4fc6-b496-db9b167573da
location_only,"Alexander K. McClure School","Alexander K. McClure Elementary School",Q4719270,"Philadelphia","United States","Philadelphia","United States",,30,98f1bbaa-f715-4758-9a5e-0d5fb8cff38d,b2e221a8-021c-4ed8-8f30-e878026ec015
exact_name,"Alexander Nevsky Cathedral","Alexander Nevsky Cathedral",Q568214,"","","Tallinn","Estonia",4.6,39,c592db0f-eab1-41ba-af71-42438163dabd,866e3b8d-8fc3-40ff-9718-1e378d2d1527
location_only,"Alexander Nevsky Cathedral, Paris","Cathedrale Saint Alexandre Nevsky",Q1493222,"Paris","France","Paris","France",4.7,12,eb917aee-dd41-4eb0-bad3-926aaa8bbc4c,6c687378-13a4-4058-bc7d-eb2b24a49f2b
location_only,"Alfonse M. D'Amato United States Courthouse","Alfonse M. D'Amato U.S. Courthouse",Q4721975,"Central Islip","United States","Central Islip","United States",4.4,43,4b0a91e5-56c7-4a3b-9f1d-45cc5c727dac,d7dc8e79-42e5-4a7f-b46c-6f3cd454dcdb
similar_name,"Alfred H. and Sarah Frahm House","Frahm House",Q64877757,"Fort Calhoun","United States","Fort Calhoun","United States",5,4,a4635048-f5e1-4714-996e-66dd2b6afd93,83bb7ea1-b9ce-4cd0-b765-bb2df0b781b5
similar_name,"Algemene Begraafplaats Meppelerstraatweg","Begraafplaats Meppelerstraatweg",Q2013113,"Zwolle","Netherlands","Zwolle","Netherlands",4.7,102,34a03184-2b1d-461f-85ec-b1033e1487e2,0070d436-e252-4285-be03-21c0f14031a2
similar_name,"Allerheiligenkirche, Graz","Allerheiligenkirche",Q2648545,"Graz","Austria","Graz","Austria",4.8,9,5fed0b87-27ed-4bd2-adb7-f8fec8438a1c,85d7cb81-5eea-450e-94d2-cb3ca959fc9a
location_only,"Allonville Communal Cemetery","commonwealth war graves ww1",Q2666049,"Allonville","France","Allonville","France",5,37,e2f06cd2-4ae2-41df-af33-96be44547154,8a0c8d85-ed93-44b4-8f85-9b3a101195e8
location_only,"Almudena Cathedral","Catedral de Santa María la Real de la Almudena",Q849711,"","","Madrid","Spain",4.6,16,affcac73-7902-4396-8ae5-682dcd59ec30,aaeabc23-5db0-4a6d-832c-dd7167a9e75d
location_only,"Altare della Patria","Monument to Victor Emmanuel II",Q506234,"Rome","Italy","Rome","Italy",4.8,16,d710bb3f-4bce-401f-ba80-f0dab91c486e,96bf794c-db2a-4313-a22c-462640e4667d
location_only,"Alte Synagoge","Holocaust Memorial (Shadow of former Synagogue)",Q436316,"Wiesbaden","Germany","Wiesbaden","Germany",4.4,7,19b3e973-11a9-4514-bede-bcaabb8c7cb3,a8fe4710-729f-4fc9-b49e-df1a358d8d27
location_only,"Alte Synagoge","ehemalige Synagoge Heilbronn",Q436308,"Heilbronn","Germany","Heilbronn","Germany",4,34,99497fbc-6e81-4814-9ade-09110760d7b3,08fdaf49-dbbf-4405-a306-d54bb4e6da92
exact_name,"Alter Annenfriedhof, Dresden","Alter Annenfriedhof, Dresden",Q437721,"Dresden","Germany","Dresden","Germany",4.2,84,9aed9afa-9f05-40c1-8746-457b7d114cce,5552ac36-a63e-4ecb-836f-bfd7a07f95e5
similar_name,"Alter Friedhof (Baiertal)","Alter Friedhof",Q437864,"Wiesloch","Germany","Wiesloch","Germany",,6,8008987a-7b67-4f1f-8bd8-5d86c4d80ac4,5fc821ed-2a8c-4cb0-8c67-e3b138cb07d2
similar_name,"Alter Friedhof (Dirmstein)","Alter Friedhof",Q437870,"Dirmstein","Germany","Dirmstein","Germany",2.5,29,2c3b6e20-aede-493d-a94c-3fc81327390f,bf4a3b8f-775e-4d91-87bc-64c1c272c36c
similar_name,"Alter Friedhof Herford","Alter Friedhof",Q437910,"Herford","Germany","Herford","Germany",5,23,af41795f-c461-4243-b9d0-f59321a2e9d8,8143f3a2-d5ae-4d65-b79f-bc0678d686eb
location_only,"Alter Friedhof Oberursel","Cemetery Oberursel (Old)",Q437916,"Oberursel (Taunus)","Germany","Oberursel","Germany",4.5,88,b66fa83b-3666-447d-b369-5a5195dd0771,2ac56f87-893e-4101-a389-97545ba4b97e
similar_name,"Alter Friedhof Segeroth","Friedhof Segeroth",Q437922,"Essen","Germany","Essen","Germany",4.6,51,f51f3632-5877-4822-8291-08c2d46cb62b,f06d16dd-b9e0-4876-9094-cb5539a837fd
location_only,"Alter Garnisonfriedhof Berlin","Yummy Vintage Boutique - Vintage Store",Q437929,"Bezirk Mitte","Germany","Berlin","Germany",4.9,130,42525cd2-0c89-400e-bf2d-339c10eddcb6,2eaef47e-ff0c-4032-aa2c-0c5dea8d976b
exact_name,"Alter Hammer Friedhof","Alter Hammer Friedhof",Q437953,"Hamburg-Mitte","Germany","Hamburg","Germany",4.6,42,e0c13c15-0e8d-4832-825c-4ad20ebaba75,5a630676-bbf1-469b-9e48-578c29aee2d5
location_only,"Alter Jüdischer Friedhof Eisenstadt","Eisenstadt Jewish Cemetery",Q437987,"Eisenstadt","Austria","Eisenstadt","Austria",5,22,01946811-416e-46a9-afba-a6255ad33400,94df648d-74ce-459b-afeb-c0b013fb06e9
similar_name,"Alter Katholischer Friedhof","Alter Katholischer Friedhof (Dresden)",Q317663,"Dresden","Germany","Dresden","Germany",4.8,73,cf1d3fec-8735-4dc6-bce5-8a9614131e46,9dd0c1f7-25f8-4171-8f3b-ceac61d9ef95
similar_name,"Alter St.-Matthäus-Kirchhof Berlin","Alter St.-Matthäus-Kirchhof",Q438183,"Tempelhof-Schöneberg","Germany","Berlin","Germany",4.6,53,7b9e6ab6-9074-423a-855e-94bf0b7203bd,1efc80c9-f43d-482a-af24-06044eefdb69
location_only,"Altmannsdorfer Friedhof","Altmannsdorf Cemetery",Q442555,"Meidling","Austria","Vienna","Austria",4.3,11,5c0c0fe7-782a-405d-acbe-e9587113e4d6,2ab1bc94-8086-4e53-8a5d-a52eaabf5a18
location_only,"Alto de São João Cemetery","Cemitério do Alto de São João",Q1053349,"Penha de França","Portugal","Lisbon","Portugal",4.5,134,aa5d89cc-01d9-4d8e-a01c-24eafd6d2c01,e50a3fa9-1a7f-405a-ac51-794061dea40e
exact_name,"Altria Theater","Altria Theater",Q6484803,"Richmond","United States","Richmond","United States",4.6,56,8080a2ee-0d45-4f0d-8956-dc827efbaa4e,cc3479d2-adc5-4502-afca-783372bc28bb
location_only,"Amalfi Cathedral","Cathedral of St Andrew Apostle",Q686306,"Amalfi","Italy","Amalfi","Italy",4.7,7,0e0512d2-7953-49d6-bd8a-17b81026cb3c,c4f68d7c-2536-4ffc-8caa-ec3367296d74
similar_name,"Amalienborg","Amalienborg Palace",Q211053,"Copenhagen Municipality","Denmark","Copenhagen","Denmark",4.5,35,37ff9f36-7f33-4741-afc6-2c8edcbed043,97548bb9-fb9b-4ddb-a580-bdc92613a59e
location_only,"Ambleteuse Communal Cemetery","Cimetière d'Ambleteuse",Q2190300,"Ambleteuse","France","Ambleteuse","France",,102,3e2d2c0d-71bd-414d-8577-babd2a37dcf2,f4d5c517-dc09-4f3d-b321-b5df436a361a
exact_name,"Amdavad ni Gufa","Amdavad Ni Gufa",Q1744232,"Ahmedabad","India","Ahmedabad","India",4.3,41,a0f9ed7f-590b-4d93-ba2a-e7e995babad9,a2b2d9c7-cfcf-44cf-b0e9-9cb07c521d21
similar_name,"Amherst West Cemetery","West Cemetery",Q4746056,"Amherst","United States","Amherst","United States",3.8,35,02fb87b6-799f-48db-aefd-369f78857446,59922c23-0b87-40b7-954a-ccd359b1907b
exact_name,"Amisos Hill","Amisos Hill",Q19610508,"Atakum district","Turkey","İlkadım","Turkey",4.3,73,67a43136-96a6-4545-b46a-add3fe41dfbc,f476738f-2a09-402e-9a9d-cc59ebb4c03e
location_only,"Amos G. Winter House","Hillholm Estate (former Inn on Winter's Hill)",Q25000246,"Kingfield","United States","Kingfield","United States",4.6,47,f6eca570-e0a1-4788-b040-dbaf7e8cf33b,ee2fd362-2c6b-4eac-858e-2ef139af8c71
location_only,"Amsterdam Central station","Amsterdam Centraal",Q50719,"Amsterdam","Netherlands","Amsterdam","Netherlands",4.4,23,0fe6797c-8e90-4cad-90ee-5f68fb7519f1,5f07e97d-a03b-42c5-811e-f654b180be8d
location_only,"ancien presbytère de Sainte-Monique-des-Saules","St. Monica's Church",Q134500872,"Quebec City","Canada","Québec City","Canada",4.5,37,4e658387-623d-4c02-841a-01b2e90dabab,4514165a-7e5b-4724-880a-c26736ee8574
exact_name,"Anderson–Frank House","Anderson–Frank House",Q4754011,"Tampa","United States","Tampa","United States",5,64,1e374fc1-d498-4391-8908-2770a427ef6c,c1cd59e8-31cf-448e-99ef-849fade1b0c7
exact_name,"Andersons Bay Cemetery","Andersons Bay Cemetery",Q4754247,"Dunedin City","New Zealand","Dunedin","New Zealand",4.1,43,c654888b-c713-4e64-ad2c-1a15613696d3,e51cb193-82e4-4da4-9dde-a00c1c006dff
location_only,"Ando Conference Pavilion","Vitra Conference Pavilion",Q54989344,"Weil am Rhein","Germany","Weil am Rhein","Germany",4.6,11,bebf2249-37e6-4220-9872-1ed5c25c6450,4f6ba849-7d27-42c6-82dc-7a701ab1b70b
exact_name,"Andrew Melville Hall","Andrew Melville Hall",Q4758008,"Fife","United Kingdom","Saint Andrews","United Kingdom",,64,97365fb1-22ba-480d-8a0b-e9c956404b7c,ef143205-a159-4b8d-be13-65dd1d68024c
similar_name,"Andrew Melville Hall, University of St Andrews, North Haugh","Andrew Melville Hall",Q17570697,"Fife","United Kingdom","Saint Andrews","United Kingdom",,58,809ae84a-c48b-4f7c-be9d-734bb790db84,ef143205-a159-4b8d-be13-65dd1d68024c
similar_name,"Andrieskerk, Amsterdam","Andrieskerk",Q20982460,"Amsterdam","Netherlands","Amsterdam","Netherlands",4.6,4,1eda9495-8ccb-45e4-a672-cbc33c824292,51711c52-b747-48da-88a3-4f2c42d287d2
location_only,"Anichkov Palace","Аничков лицей",Q187333,"Tsentralny District","Russia","St Petersburg","Russia",4.7,103,533082ca-7570-494d-8904-bd33221e720d,f8598255-68e3-4644-9000-3f67f2705f47
location_only,"Annappes Churchyard","Cimetière d'Annappes",Q2729226,"Annappes","France","Villeneuve-d'Ascq","France",4.1,29,6f6aab82-2734-42d0-9e3b-2de9e01d9cce,e49144fc-4b87-4de8-8135-6eaf916b7dc6
location_only,"Annœullin cemetery","Cimetiere d'Annœullin",Q2211805,"Annœullin","France","Annœullin","France",,25,923e400c-3576-421b-9f3d-fc5bec41453b,b53a40b2-6ca6-4842-a467-4d2491186963
location_only,"Anor Communal Cemetery","commonwealth war graves ww1",Q1944186,"Anor","France","Anor","France",,73,a53c1d12-e897-4397-826f-3e775c53d0d4,82229e8e-c35a-4dd5-a0fb-017575aaa302
location_only,"Anshei Sphard Beth El Emeth Congregation","Anshei Sphard - Beth El Emeth Congregation",Q4770669,"Tennessee","United States","Memphis","United States",5,23,c7e8588b-831b-45c4-ac3e-32dfb2c10584,076edf73-4b9e-44e6-9cc3-0e88b3ef37d5
exact_name,"Antakalnis Cemetery","Antakalnis Cemetery",Q1457300,"Vilnius City Municipality","Lithuania","Vilnius","Lithuania",5,121,7e8a8467-8caf-412c-bde7-547460eda1da,86088770-ee52-466a-a680-dd2cd4f91df1
similar_name,"Antic escorxador municipal","Antic escorxador municipal (Sant Feliu de Llobregat)",Q17587035,"Sant Feliu de Llobregat","Spain","Sant Feliu de Llobregat","Spain",4,5,bf9aecf2-6d1d-48c8-97dc-28563fa06b0b,fc51c6d6-32cf-4dd7-8ecb-f3dec0959f2e
location_only,"Antwerp-Central railway station","Antwerpen-Centraal station",Q800398,"Antwerp","Belgium","Antwerp","Belgium",4.6,103,96c5e8aa-22a0-4588-875b-595828193c0e,f1bcf985-ae78-44bd-bf9e-06fce2a295ff
location_only,"Anvin Churchyard","Église catholique Saint-Léger d'Anvin et son Cimetière",Q4461430,"Anvin","France","Anvin","France",5,29,f76e2264-9b24-49c0-ac05-de268ff169a6,2d539f75-d600-4057-b329-8c7e28860110
exact_name,"Anzeiger-Hochhaus","Anzeiger-Hochhaus",Q614321,"Mitte","Germany","Hanover","Germany",4.6,40,74d6f802-e653-4ebe-a7f9-104b357c7ee8,227c1f59-8ae4-4a7f-b32e-b7f28234d42e
location_only,"AON Hanoi Landmark Tower","Keangnam Landmark Tower 72",Q609140,"Mễ Trì","Vietnam","Hanoi","Vietnam",4.4,106,d8f3af00-c96e-40fb-b42d-5355f47d2cd6,cb3436eb-0b99-4025-8e84-cebbd45c013d
location_only,"Apartment house of Chirikov (Rostov-on-Don)","Apartment house Chirikov",Q16646137,"Budenovsky avenue in Rostov-on-Don","Russia","Rostov-on-Don","Russia",4.8,10,6877b375-d857-41f4-bf06-4495d7be8cbd,127dd88d-85c4-4c83-b116-8e87d820b4ba
location_only,"Apple Piazza Liberty","Apple Store Piazza Liberty",Q56328172,"Milan","Italy","Milan","Italy",4.4,10,e89fc14a-3597-49c9-abe2-3984ce348f17,2848197e-c3fc-47f9-9002-978efea552b2
similar_name,"Aqua","Aqua at Lakeshore East Apartments",Q622895,"Cook County","United States","Chicago","United States",4.7,9,62fcdfe3-ff8b-4f6a-9455-e5082cd8ab49,f521e925-d8c0-4448-9727-c2014f798358
location_only,"Archbasilica of St. John Lateran","Lateranense Palace",Q84090,"Rome","Italy","Rome","Italy",4.7,88,6ec8430e-68c1-491c-85d2-4dc6eea7d567,b98410be-70f1-4cbe-8f8d-7987cc701561
location_only,"Archcathedral Basilica of St. Stanislaus Kostka, Łódź","Bazylika Archikatedralna pw. św. Stanisława Kostki",Q1140861,"Katedralna","Poland","Łódź","Poland",4.7,13,6b2c3987-c0bb-4b3c-abd4-d1bffc5014db,ad8008e9-3012-4e57-ad4f-243025a51299
similar_name,"Ardennes American Cemetery and Memorial","Ardennes American Cemetery",Q638977,"Neupré","Belgium","Neupré","Belgium",4.9,7,a82953fe-686d-4145-810c-e05137c75aae,62306bf7-89b7-4547-8465-1406c1d8d983
