match_type,wikidata_name,apify_name,wikidata_qid,wikidata_city,wikidata_country,apify_city,apify_country,apify_rating,distance_meters,wikidata_id,apify_id
location_only,"Plummer-Motz School","Plummer-Motz Elementary School",Q23035423,"Falmouth","United States","Falmouth","United States",,57,60450070-f20f-4471-b40a-118f8ddabf94,17086505-9a9f-45b5-afa2-ad642c18fa36
location_only,"Poblenou Cemetery","Cementiri del Poblenou",Q5668717,"Barcelona","Spain","Barcelona","Spain",4.5,74,e53e1e5d-6e2e-433d-ac96-dcc8f34fc6df,b891ce07-1734-459f-a08a-55883da886eb
location_only,"Pont Neuf","Jacques De Molay (Knight Templar) Memorial",Q335277,"","","Paris","France",4.3,102,34d35a25-34b6-482d-8a14-34ae127b781a,82514ef6-48e4-45e9-9bfc-e311c7bfedbe
location_only,"Pont-Noyelle Communal Cemetery","Cimetière de Pont-Noyelles",Q2522470,"Pont-Noyelles","France","Pont-Noyelles","France",,10,8064a62c-9be4-48cf-8171-923a2023ac30,a0197c41-8ad1-472a-aa33-1a831ea24629
location_only,"Portcullis House","Big Ben",Q1757027,"City of Westminster","United Kingdom","London","United Kingdom",4.6,70,4610126a-6b25-4665-97f2-538c7ae35d85,e49021f8-c647-4bcd-8a9a-4c8d4e56bdf2
location_only,"Portuguese-Israelic graveyard, The Hague","Jewish Cemetery",Q2579155,"The Hague","Netherlands","The Hague","Netherlands",4.1,88,7409135d-ab52-4d10-935d-8f2961ee30dc,b8ed909a-86ff-4488-a5cd-27e6dcc9a41a
location_only,"Postgebäude Residenzstraße 24","Postbank Filiale",Q106676773,"Berlin","Germany","Berlin","Germany",3.7,7,704a0ebf-cafc-42c2-9aec-8d11452181f0,7f8bc9d6-6a5e-42d5-a751-14b5273da283
location_only,"Prédio na Avenida António Augusto de Aguiar, 100","Apartment",Q98962548,"Avenidas Novas","Portugal","Lisbon","Portugal",,35,6463a57b-b0de-4654-8cfc-b9d4edf88400,76df421f-8af3-47fc-b70b-7ade76c5662f
location_only,"Presbítero Matias Maestro","Cementerio Memorial Park Presbítero Matías Maestro",Q3776989,"Lima","Peru","Lima","Peru",4.4,138,6697dc5a-94e8-42c9-b292-c16eb4c09d8e,6ea44980-c4b9-47ce-99e5-53f56c48dddc
location_only,"Presidential Mansion","Presidential Palace",Q2629065,"Athens Municipality","Greece","Athens","Greece",,65,a0e74299-658b-42a8-8135-5f7bb5ad8627,1b8c8f27-3ee5-455c-84e7-749166edc289
location_only,"Presidential Palace","Carmelite Church, Warsaw",Q608932,"Warsaw","Poland","Warsaw","Poland",4.7,76,98ae29a4-515b-4fc5-a3ac-5256232f5c9d,d9cc5fbe-e27d-4367-b7b0-1a7b046ddec1
location_only,"Primate's Palace","Primacial Palace",Q938516,"Bratislava","Slovakia","Bratislava","Slovakia",4.5,26,7a9421a2-3eb0-4381-86e4-f06351bb933a,d0209bdc-041e-44c2-bfb5-32de31d34c78
location_only,"Prince Eugens Waldemarsudde","Prins Eugens Waldemarsudde",Q537,"Stockholm","Sweden","Stockholm","Sweden",4.5,69,887ac7a1-0484-4997-bf6c-5a43e5c7581f,79c556b2-6bc9-49e7-b530-f595a12e7d36
location_only,"Prince George Hotel","Museum of Sex",Q11700542,"New York","United States","New York","United States",4.4,101,860c7351-4b54-47f1-9f98-244368b3ef58,5e50e7a6-5112-4292-8c94-46ff98ebbb31
location_only,"Procuradoria Geral da República","Prosecution General of the Republic",Q10369343,"Federal District","Brazil","Brasília","Brazil",4.3,50,6471d888-492b-455c-af62-c8f0b31a84d5,e359af98-b932-4b31-b7fc-0d6db627a277
location_only,"Prospect Hill School","Prospect Hill Apartments LP",Q15378626,"Westfield","United States","Westfield","United States",3,86,72be9fc9-96df-4b9d-a3d8-4d41b360bb01,50c7c6e5-5f55-43ae-ad51-aee0352c7470
location_only,"Protestant Cemetery, Rome","Non-Catholic Cemetery",Q1187723,"Rome","Italy","Rome","Italy",4.6,51,9050e4c7-29b7-4ec9-bc6f-8cd64f35ca14,66281d01-222d-409e-99aa-1166c09488d0
location_only,"Protestant Great Church of Debrecen","Reformed Great Church of Debrecen",Q897459,"Debrecen","Hungary","Debrecen","Hungary",4.7,48,a1979cda-e620-4491-aa11-ed15972a4f4c,bc774614-e5a2-4290-9364-49573ba6c852
similar_name,"Q1 Tower","Q1",Q125846,"","","Gold Coast","Australia",,32,672e6633-d055-422b-8079-83e10dc2bf2a,a8f124a1-8a7e-41ed-b8c5-6148d51ee87b
location_only,"Radio City Music Hall","Top of The Rock",Q753437,"New York","United States","New York","United States",4.7,49,b5894020-4a35-4887-bfe4-972e528e589a,10fac980-15be-4265-80cd-fca3238c23a0
location_only,"Raffles City","Swissôtel The Stamford Singapore",Q5359041,"Downtown Core","Singapore","Singapore","Singapore",4.5,38,8d75201d-848f-481d-82e2-239602d1601f,d05fbb22-2c5a-428e-ab73-289c8f013782
exact_name,"Rahumäe Cemetery","Rahumäe cemetery",Q3771645,"Tallinn City","Estonia","Tallinn","Estonia",4.3,63,91637037-8ced-40d9-b03d-afcc43bcb061,abe53853-8559-4eec-a7bb-e36efe75b717
location_only,"Raismes cemetery","Cimetière de Raismes centre",Q2753789,"Raismes","France","Raismes","France",1.5,99,8ca4404b-c2a7-4dd7-a590-835612f47719,a04fdf05-4056-4b8b-8672-7bc1701fc5ec
location_only,"Raleigh Hotel","Kimpton Surfcomber Hotel",Q16900941,"Miami Beach","United States","Miami Beach","United States",4,105,0692e4c3-b340-462c-bacd-528900e3f49e,8132d3ab-0765-4dbf-8f86-46c029f888fc
similar_name,"Ramath Orah","Congregation Ramath Orah",Q7289108,"New York","United States","New York","United States",4.5,7,8220fe66-4e57-4e17-9a3c-8d1e87828f04,2409a6da-a399-48c6-a958-2b15952de312
location_only,"Ransom County Courthouse","Ransom County Court Clerk",Q7293478,"Lisbon","United States","Lisbon","United States",4,44,76393bfc-7dc4-4e0f-8e44-6c1b33f72570,393f9fe1-b12a-4154-8dc2-2792498b330a
exact_name,"Rashtrapati Bhavan","Rashtrapati Bhavan",Q677555,"New Delhi district","India","New Delhi","India",4.7,42,8d9fefc0-05a7-439a-85a3-405a6996f9df,549968c1-e588-4ba7-b4a9-628e77bcc878
exact_name,"Rasos Cemetery","Rasos Cemetery",Q340065,"Vilnius","Lithuania","Vilnius","Lithuania",4.9,55,e2bb389a-4d0a-44b0-b7bb-073af882e865,8a3ee3fe-d8d2-44a4-a965-81bc94cdd552
similar_name,"Rathaus Bensberg","Rathaus Bensberg (Technisches Rathaus)",Q61896510,"Bergisch Gladbach","Germany","Bergisch Gladbach","Germany",4.3,25,5f7e2a2d-9a42-4ab5-b571-bdc731471867,7d89f4d0-59b1-4000-8aea-a3b447ae2382
location_only,"Rayevskoye cementry","Rayevskoye Kladbishche",Q4388168,"Babushkinsky District","Russia","Moscow","Russia",4.3,11,6eb4518b-e99b-4966-baba-165eac73e2f0,ebe61c5a-e043-4681-bf4c-037852ac779a
location_only,"Redipuglia war memorial","Military Memorial Redipuglia",Q498934,"Fogliano Redipuglia","Italy","Fogliano Redipuglia","Italy",4.7,43,adeb0799-a81b-4258-ad58-6db9af9767f6,72a8a223-f577-47ee-9ce8-69bafec8e521
similar_name,"Reichstag","Reichstag Building",Q151897,"Bezirk Mitte","Germany","Berlin","Germany",4.7,9,8845c69b-d00a-4f9e-b2d1-166f7691aade,be6ea9e5-8443-4cf8-b2fb-9b80d07c92bb
location_only,"Reumont Churchyard","Reumont Commonwealth War Graves",Q1969039,"Reumont","France","Reumont","France",4,55,8b32633c-512c-4876-9b5c-782a600962b4,6f08ad7f-2e9b-4157-9668-bc9af756a074
location_only,"Revolutionary Martyrs’ Cemetery","대성산혁명렬사릉",Q910631,"Pyongyang","North Korea","Pyongyang","North Korea",,14,7ab14b4d-eed5-4142-aee6-4fb3a7d64641,9d3db9aa-df31-466b-afbd-cc6e03582e11
location_only,"Rexpoëde cemetery","Cimetière de Rexpoëde",Q1978786,"Rexpoëde","France","Rexpoëde","France",,73,945bc8e4-0ea0-4f53-b7ab-45796417e611,d73cb95e-0883-41e6-b42c-bbbbcf3f63ce
similar_name,"Reynolds Building","The Residences at the R.J. Reynolds Building",Q7319632,"Winston-Salem","United States","Winston-Salem","United States",3.7,76,9eb67cd3-bb6a-482c-b28a-63097e3b6f88,558b60a2-5fd9-4966-85db-4c458b1bd165
location_only,"RheinEnergie Stadion","RheinEnergieSTADION",Q151893,"","","Cologne","Germany",4.6,24,88eb6733-fa00-40a8-a276-e3a3e1ef1e53,cc4bdcd1-784c-4963-a07c-ffc0708bf2f7
location_only,"Rialto Bridge","Palazzo dei Camerlenghi",Q52505,"","","Venice","Italy",4.6,40,1064a50a-cb6d-4e60-8b38-663357d76017,2cf512bc-a7a8-4322-bc23-0d3368058eca
location_only,"Ritz Plaza Hotel","Kimpton Surfcomber Hotel",Q7336919,"Miami Beach","United States","Miami Beach","United States",4,90,c35e028e-25f4-4bdf-8786-660add173cf3,8132d3ab-0765-4dbf-8f86-46c029f888fc
location_only,"Rock and Roll Hall of Fame","Rock & Roll Hall of Fame",Q179191,"Cleveland","United States","Cleveland","United States",4.6,22,8f48a81c-c68b-4714-9021-11ed96c3a7ed,c44ce611-9c10-4dc7-965b-1071376db82a
location_only,"Rockefeller Center","Top of The Rock",Q11277,"New York","United States","New York","United States",4.7,85,cf9e4875-357c-47f2-b482-3a4f6078ba52,10fac980-15be-4265-80cd-fca3238c23a0
location_only,"Rodez Cathedral","Cathédrale Notre-Dame de l'Assomption de Rodez",Q2942292,"Rodez","France","Rodez","France",4.6,31,9df309cd-5e6f-4d6b-9a64-5c86c43949c0,09345581-8910-4446-b7e9-37b699882fa8
location_only,"Roger Gaudry Building","Pavillon Roger-Gaudry",Q69895960,"Côte-des-Neiges–Notre-Dame-de-Grâce","Canada","Montreal","Canada",,110,8f557852-72a1-45be-a63e-5aaa6c43ca17,28702cdd-5f4d-47b8-ae00-991df19c0d32
exact_name,"Rogers Centre","Rogers Centre",Q76318,"Toronto","Canada","Toronto","Canada",4.5,36,66521729-f78f-4f37-a3b8-2b8d404d1212,31591559-4ecb-4af0-9521-89f28a18318b
location_only,"Röm.-kath. Pfarrkirche zum Heiligen Nikolaus in Westendorf, Tyrol","St. Nikolaus",Q2083291,"Westendorf","Austria","Westendorf","Austria",5,14,8d5fe55f-059d-49ca-9a03-0ba524cb0861,8b8e92ab-9862-4c71-9fc6-f39427825367
similar_name,"Roma Termini railway station","Roma Termini",Q754485,"Rome","Italy","Rome","Italy",3.8,74,aa96e0b3-00d9-4550-8aa0-8d1dfd3baf33,e1b51f75-9437-4ce2-a25b-022ca8f319f1
location_only,"Roman Catholic cemetery Oudewater","Begraafplaats Oudewater",Q2024975,"Oudewater","Netherlands","Oudewater","Netherlands",5,49,77da9c47-cd5b-4ef5-827c-fe117dfdf95d,6c61e561-d562-484c-b489-e6a10e7db560
location_only,"Roncq cemetery","Cimetière de Roncq",Q2707859,"Roncq","France","Roncq","France",2.5,111,8adb4ea2-92dc-4f2b-b84b-f9838df09972,9a9770ec-fafc-49b1-a5db-9b215444a17f
exact_name,"Rosenbad","Rosenbad",Q744615,"Stockholm","Sweden","Stockholm","Sweden",,105,6014eb1f-bac0-4c5b-9d70-ac3f73565ed2,5d336c0f-bbb3-4914-bb58-497e9317c199
location_only,"Rosignano Marittimo cemetery","Cimitero di Rosignano",Q3676937,"Rosignano Marittimo","Italy","Rosignano Marittimo","Italy",3,56,a0970325-e7c0-4d38-8c6f-47301e91da61,6779215e-36e3-4521-8cda-deb21b243dfd
location_only,"Rotes Rathaus","Red City Hall",Q155210,"","","Berlin","Germany",4.5,51,a8c85e84-4f3b-47a6-adb5-919b3eb2a0ed,6f346de8-7943-44c7-8c34-5e08d7e9868f
location_only,"Royal Burial Ground","The Royal Mausoleum",Q6677705,"Berkshire","United Kingdom","Windsor","United Kingdom",4.1,32,5d65108e-9797-4477-89e0-c6436f16e0f7,7d50a2b9-ddee-4c11-b4af-31076a9503d4
exact_name,"Royal Chapel of Granada","Royal Chapel of Granada",Q429192,"Granada","Spain","Granada","Spain",4.6,64,b072320b-70e4-4516-a5d3-bb5cdeaeb285,cfbfdca6-f1ef-4c55-8b62-e9bdee76df47
location_only,"Royal Étrier belge","Royal Etrier Belge",Q21882757,"City of Brussels","Belgium","Brussels","Belgium",4.1,27,a242146a-62d3-44d4-9cde-82abc63fb111,4f3df514-9ec0-4bcc-aa47-3bab040fe7c3
location_only,"Royal Exchange","Hispania",Q1241240,"London","United Kingdom","London","United Kingdom",4.5,87,b8f69394-ebb0-4c33-a883-7a757c81a8d1,0f166c65-2794-4522-b04e-91243f112258
location_only,"Royal Palace of Amsterdam","KANKUL",Q1056152,"","","Amsterdam","Netherlands",5,102,33bfd4d0-7ede-4712-b8fb-f8699f9d4844,82cff8c3-5501-4870-b3d6-fd6dd0baeac0
exact_name,"Royal Palace of Brussels","Royal Palace of Brussels",Q635307,"City of Brussels","Belgium","Brussels","Belgium",4.5,40,7dd6e4ea-1586-42e5-83bb-f1e1ea342c9b,feaa12d5-041d-4a2b-abf5-5e9c754d93fc
location_only,"Royal Palace of Milan","Palazzo Reale di Milano",Q51105,"Milan","Italy","Milan","Italy",4.6,9,6295efba-88fb-4f73-9e88-ad747e931804,77962f32-43fb-4474-9f1f-57d626698575
location_only,"Royal Palace, Oslo","The Royal Palace",Q863932,"Oslo Municipality","Norway","Oslo","Norway",4.5,26,80577f0f-afe7-40c6-aa28-7b913c6e0b6f,b2d66fe5-3806-4dbf-bd03-876bd0069a67
similar_name,"Royal Swedish Academy of Sciences","Royal Swedish Academy",Q191583,"","","Stockholm","Sweden",4.4,22,5f107b7a-4313-4132-b2a0-85c65a59e1d2,7d483852-7072-49e6-ba5e-9fd5f66b2626
location_only,"Royal Theatre of La Monnaie","Belga Queen",Q551479,"City of Brussels","Belgium","Brussels","Belgium",4.2,96,35129532-e0ab-415f-9b9b-5b40ce2a98e1,ae5283cc-a991-45f7-a7c8-2c8f3e15a6a9
location_only,"Royal Tombs of the Joseon Dynasty","Jangneung (Tomb of King Danjong)",Q495276,"Gyeonggi Province","South Korea","Yeongwol-gun","South Korea",4.4,28,8e80c880-dfe1-4ea0-91c4-efaa4e7a85f7,533cae1a-123d-4de2-97e6-bb499aa31208
exact_name,"Rubenshuis","Rubenshuis",Q775644,"Antwerp","Belgium","Antwerp","Belgium",4.4,72,8185a1a9-245a-4ad8-a8bf-3a2741789794,d3615d60-77b1-4806-a96a-b12e20e33e29
location_only,"Rubrouck churchyard","Kerkhof van Rubroek",Q3278876,"Rubrouck","France","Rubrouck","France",5,1,aaae6904-c388-4708-ba7c-f6763fa6a656,df9abda8-e4e5-498a-a5e8-16aba14cae3c
exact_name,"Rüngsdorf Cemetery","Rüngsdorf Cemetery",Q1296360,"Bad Godesberg","Germany","Bonn","Germany",4.5,46,6d74a32d-fca1-4510-be49-c4852e433f33,f7ed888c-c76f-42bd-bbfe-fdfa78e02dbc
similar_name,"Russian Museum","The State Russian Museum, Mikhailovsky Palace",Q211043,"","","St Petersburg","Russia",4.8,7,7e9c5b30-bd89-49a9-8b0d-7fb71399a075,fd7e0995-a243-4eb3-9378-c792b09abbee
location_only,"Russischer Friedhof auf dem Neroberg","Russian Cemetery Wiesbaden",Q2972680,"Wiesbaden","Germany","Wiesbaden","Germany",4.3,20,94cb0633-13ff-4cce-9d2f-be4cb7f93d34,869da011-4de0-4e5a-92ed-287315fe7b96
location_only,"S.A.I. Catedral Metropolitana de la Encarnación","Royal Chapel of Granada",Q5419362,"Granada","Spain","Granada","Spain",4.6,64,dbc213e0-edd8-416e-b78e-accdcd01b746,cfbfdca6-f1ef-4c55-8b62-e9bdee76df47
location_only,"Sacré-Cœur","Overlook of Paris",Q28785,"","","Paris","France",4.6,115,f068f768-bb47-4411-aa42-be75e8f4f8e5,58884e03-f503-41e1-849b-1ac4cb241316
location_only,"Saint Germain-en-Laye Old Communal Cemetery","Cimetière ancien de Saint Germain en Laye",Q2972488,"Saint-Germain-en-Laye","France","Saint-Germain-en-Laye","France",4,57,64696a22-b49b-477c-8cc0-ab0d881e91aa,7d98cdbe-d118-47fa-8275-e161cb4b7887
location_only,"Saint Joseph and Our Lady of Lourdes Church","Parrocchia di San Giuseppe e Madonna di Lourdes",Q16540235,"Naples","Italy","Naples","Italy",4.6,9,738a807a-fdff-4958-8ee5-35ab9a091ce8,8fa5d101-3253-4201-9f84-8f08222746c3
location_only,"Saint Petersburg Mosque","Sankt-Peterburgskaya Sobornaya Mechet'",Q281900,"Petrogradsky District","Russia","St Petersburg","Russia",4.7,9,64fe7c7a-fe86-4da2-8cf1-e32ee000fc52,6509439d-f295-4eae-9cef-a92e3ece99e3
location_only,"Saint Virgilius in Rattenberg","Pfarrkirche hl. Virgil",Q1703634,"Rattenberg","Austria","Rattenberg","Austria",4.8,7,b07cc309-b603-4f43-b547-3425432a6913,0c896bd7-f20c-4470-a25c-4a092cd9df40
location_only,"Saint-Malo Cathedral","Saint-Vincent Cathedral of Saint-Malo",Q2385003,"Saint-Malo","France","Saint-Malo","France",4.5,41,852efff9-73e6-4262-8af2-3caafd3f22eb,307f418e-b308-43f8-87cb-3c9633d12c9d
location_only,"Saint-Sylvestre-Cappel cemetery","Cimetière de Saint-Sylvestre-Cappel",Q2296542,"Saint-Sylvestre-Cappel","France","Saint-Sylvestre-Cappel","France",,10,a6783c6e-48dc-4a71-9b16-8e9521a0ab5a,d177ae27-121c-41c8-afcc-dc8078aff0a6
location_only,"Sainte-Clotilde Church","Gallery ""In Camera""",Q1514062,"Paris","France","Paris","France",4.3,109,b85b8e9f-af3c-4730-bb03-f00b3c32427e,aeee4b21-91d8-4215-acfd-3f992a2283a2
location_only,"Saints Innocents Cemetery","Invader PA_720",Q1092104,"Paris","France","Paris","France",5,49,4f8c9395-400d-4a91-8e2c-4a870c42e6d1,f2d40157-20de-4346-9e30-6f5e880a16ae
exact_name,"Salisbury Cathedral","Salisbury Cathedral",Q390150,"Salisbury","United Kingdom","Salisbury","United Kingdom",4.7,37,73558e86-2877-4f5f-804e-d1e7b13f0501,714c83c9-520d-4c23-9e49-3c434c30f892
exact_name,"Salzburg Cathedral","Salzburg Cathedral",Q258908,"","","Salzburg","Austria",4.7,37,56dc93c1-b627-441f-a7d1-dbd84d55c025,aa821843-9244-49e0-822f-ba6b4e2105ef
location_only,"Samara Choral Synagogue","Синагога",Q4406390,"Samara","Russia","Samara Urban Okrug","Russia",4.2,19,61fff27a-806c-492e-9f75-85b2f3c94017,8e6a0985-5375-486a-87c8-273b1b437eb9
location_only,"Saméon churchyard","Cimetière Communal de Saméon",Q2203311,"Saméon","France","Saméon","France",,121,a76d4227-10b0-4bc5-9b98-13d3ba9f9ac8,035b112f-8614-4e14-b8b5-e4ceeb3e967e
location_only,"San Crisogono","Osteria Sonnino",Q1631638,"Rome","Italy","Rome","Italy",4.5,67,b678c0b8-b245-46ae-99ff-32ccc4e455eb,7cbe3ae6-4e88-4d92-b673-d6409efc79dc
location_only,"San Giorgio alla Costa","St. George and Holy Spirit at Costa",Q3585340,"Florence","Italy","Florence","Italy",3.7,7,81e9e596-1b77-43d3-a1db-fd8a916ba652,d879b752-4046-42cb-8a5b-a4e34639dd20
location_only,"San Giovanni Battista, Highway A11","Chiesa di San Giovanni Battista",Q3668767,"Campi Bisenzio","Italy","Campi Bisenzio","Italy",4.6,28,5e88072c-7123-47a9-911a-539edb09ed22,ee20b74b-5039-4525-b290-0098ee6c4efb
location_only,"San Giovanni Grisostomo, Venice","Chiesa di San Giovanni Crisostomo",Q915746,"Venice","Italy","Venice","Italy",4.7,12,8bea3a5d-d910-440c-8e1c-fe47115ff6ee,7b41aeda-5eae-4d01-be41-dd13e686c499
location_only,"San José City Hall","San Jose City Hall",Q1109555,"San Jose","United States","San Jose","United States",4.2,75,449182ae-4202-4f70-8af4-6ab6944200ab,b03ea622-4ebb-4ea5-bc7d-01a9819dcb9e
location_only,"San José City Hall Tower","San Jose City Hall",Q133834599,"San Jose","United States","San Jose","United States",4.2,13,a9598417-8b54-45a2-96eb-8a2624824aa9,b03ea622-4ebb-4ea5-bc7d-01a9819dcb9e
similar_name,"San Maurizio al Monastero Maggiore","Chiesa di San Maurizio al Monastero Maggiore",Q1255890,"Milan","Italy","Milan","Italy",4.8,3,5d8023fd-66ce-4307-899c-3b481fede0ff,55b3884a-091f-453f-9264-18dc73f8629b
similar_name,"Sanctuary of Torreciudad","Torreciudad",Q1125177,"Secastilla","Spain","Secastilla","Spain",4.7,23,a0810f68-873f-4600-9535-1d1cc50d4891,53e07458-04cd-41d1-b9c3-1f3b5b660017
similar_name,"Sant Cristòfol","Parròquia de Sant Cristòfol",Q21604431,"Les Planes d'Hostoles","Spain","Les Planes d'Hostoles","Spain",4.1,10,9bf55398-7b63-4841-b15c-5b60cafd5183,9ce29cb6-70ae-489b-a0e2-d383d208b00f
similar_name,"Sant'Andrea della Valle","Basilica di Sant'Andrea della Valle",Q1631593,"Rome","Italy","Rome","Italy",4.8,61,3c552519-ee3f-4161-aa12-d7f14e6f1db8,7c9bc7ba-2274-4449-9d74-ffbc0c4b51aa
location_only,"Santa Maria dei Miracoli, Venice","Church of Saint Mary of Miracles",Q533680,"Venice","Italy","Venice","Italy",4.6,6,913ed944-f743-4123-bbfa-14eaebab8638,37207de1-2cc4-4e3d-90e0-c650fcec434e
location_only,"Santa Maria dell'Anima","Piazza Navona",Q2140145,"Rome","Italy","Rome","Italy",4.7,119,97348635-651e-4ac5-a52c-13555926b73f,a7d90adf-6502-4bd4-a0df-b0300cabb48a
location_only,"Santa Maria della Pace","Church of Santa Maria dell'Anima",Q1514683,"Rome","Italy","Rome","Italy",4.8,58,a4602eea-7cdd-4b6b-a439-ce3b767e6cd2,61d2f20f-3de4-451f-adc4-fc3850e3e5b6
location_only,"Santa Maria della Quercia, Rome","Chiesa di S. Maria della Quercia dei Macellai",Q3673906,"Rome","Italy","Rome","Italy",4.6,33,6e73b9b5-b956-40b2-865b-5f4204ec80fd,9c0b9bbc-e243-48f2-9080-757f2924fa29
similar_name,"Santa Maria delle Carceri","Santa Maria delle Carceri, Prato",Q1714149,"Prato","Italy","Prato","Italy",4.6,9,a693f8ba-15ae-4bd7-868b-533f30b9448c,78829ca1-5648-4f07-a892-03df5f265920
location_only,"Santa Maria in Trastevere","PDM Ristorante Roma",Q1137391,"Roma Capitale","Italy","Rome","Italy",4.8,135,2ff95c94-31a0-4a5a-a976-3c7598b71b74,442a3af0-dbeb-4273-9fe1-c1f8f63e725a
location_only,"Santa Maria presso San Celso Church","Santuario di Santa Maria dei Miracoli presso San Celso",Q734515,"Milan","Italy","Milan","Italy",4.7,30,78ab4c26-67ea-4161-ad86-ceb99de08b62,7ed4290f-b3c6-425c-865e-66e39a096caa
location_only,"Santa Maria presso San Satiro","Princi",Q589462,"Milan","Italy","Milan","Italy",4.2,43,5e871605-9f56-4996-b49d-2835808dfc4b,c5e02ded-1c57-48ff-b2e4-4d2c51ad2741
location_only,"São Paulo Cathedral","Sé Metropolitan Cathedral",Q1050668,"Sé District","Brazil","São Paulo","Brazil",4.7,5,7b828b32-ee9f-4e42-a464-dae48da07970,f04ba4c0-e9d7-48aa-bb67-212514aafb05
location_only,"Sava Centar","Sava Center",Q1278216,"New Belgrade","Serbia","Belgrade","Serbia",4.4,100,67bc61c6-a053-45a1-88d1-b662e5063b87,0df8dc7e-7e3b-4c8b-97e7-a25d7ead6f3a
location_only,"Saxon Palace","Brühl Palace - Foundaments",Q1393493,"Warsaw","Poland","Warsaw","Poland",3.7,81,91b77098-157e-4701-99aa-b5f11c3bb4f9,f13f1d65-84c9-46fb-a63c-f208fd91c8ab
similar_name,"Säynätsalo Town Hall","Säynätsalo Town Hall by Alvar Aalto",Q2456080,"Jyväskylä","Finland","Säynätsalo","Finland",4.6,22,5fcedac6-bb74-47fd-90ba-51274ac1644f,e8a73a1c-b1d2-499b-bf77-04b8b270cf75
location_only,"School of Arts and Crafts of Toledo","Toledo School of Art",Q5839056,"Toledo","Spain","Toledo","Spain",4.2,7,9800f907-02e0-4a0b-8bb3-0ffe1dc60964,d88d07e5-1c15-4579-9ed8-50e7fd70dea1
location_only,"Schoorl General Cemetery","Begraafplaats",Q1943940,"Bergen","Netherlands","Schoorl","Netherlands",4.7,48,5e083570-df92-4b89-bec0-bf3880c9124d,53493b86-66c4-47b8-b95a-5499e24156bb
exact_name,"Schosshalden cemetery","Schosshalden cemetery",Q2249115,"Bern","Switzerland","Bern","Switzerland",4.7,63,ab0e5ecd-318f-4254-b5c6-8f40e6d0901c,792f177f-110c-49c5-89a3-b2ce49b95e41
location_only,"Schubertpark (Währing)","Schubert Park",Q2595983,"Währing","Austria","Vienna","Austria",4.5,37,67783018-bca1-4441-87e0-e32156fb3be0,9982a6fd-bc6c-4d48-b348-f178374ba0c0
exact_name,"Seagram Building","Seagram Building",Q737484,"New York","United States","New York","United States",4.5,71,864728e9-131d-4bec-bd03-d27023ef8e0b,f8f5f560-77b1-45c7-92da-76180af9606f
location_only,"Seat of the European Central Bank","European Central Bank.",Q321040,"Frankfurt-Bornheim/Ostend","Germany","Frankfurt am Main","Germany",3.8,95,5c926fb8-9880-4b9c-bfa4-dc9bbfbc1bee,c558d415-c7f4-469c-9852-8c4110e9a122
location_only,"Sebourg Communal Cemetery","Cimetière",Q2505324,"Sebourg","France","Sebourg","France",4.5,104,6ddd1d14-055b-4ee6-8772-5dcbe656c674,deb92e86-ca03-44c5-91cd-be2afa4e0ae6
location_only,"Selfridges Building, Birmingham","The Selfridges Building",Q7448350,"Birmingham","United Kingdom","Birmingham","United Kingdom",4.4,16,91131c85-2fc2-46bf-9b7d-e7914a7c19d4,7317b4a3-38c4-4284-ac2e-9fdb302e4c39
location_only,"Seminary of Málaga","Seminario Conciliar Diocesano de San Sebastián y Santo Tomás de Aquino",Q9075927,"Málaga","Spain","Málaga","Spain",4.5,0,ad1a282f-1c96-4714-a098-bcb5ad08ed2f,708bb3f8-e611-4b74-9171-617b0aa8b3b6
similar_name,"Semperoper","Semperoper Dresden",Q127097,"","","Dresden","Germany",4.8,5,8815fa61-0885-47d2-95d8-835b439e402c,ae25cef2-bd5e-428f-bcda-247a8d465160
location_only,"Serbisch-orthodoxe Kirche St. Sava, Landstraße","Serbisch-orthodoxe Diözese Österreich-Schweiz",Q2272124,"Landstraße","Austria","Vienna","Austria",4.9,3,5e81b60e-c828-473d-aaa6-7ab5406769c7,2fb27c1a-28d6-46ba-9bee-80954459eb0c
similar_name,"Serpentine Gallery Pavilion 2011","Serpentine Gallery",Q117048872,"City of Westminster","United Kingdom","London","United Kingdom",4.5,21,ec2550b2-0e3e-43da-ae09-650172f0a539,e57ecda2-8bdb-405d-b903-846573c62ef2
location_only,"Settles Hotel","Hotel Settles",Q7456951,"Big Spring","United States","Big Spring","United States",4.5,18,747eb031-14c3-4f82-9bd9-cfc99d108a8c,a6d0364f-c130-4a70-9dcd-7cd512225681
location_only,"Shah Mosque","Jame Abbasi Mosque",Q643098,"","","Isfahan","Iran",4.8,50,82eb8f7c-256f-47b7-928e-1cdb6d9508ef,f713a0fe-f7ee-446d-9627-97159a514bb7
location_only,"Shikoku Mura Gallery","四国村ギャラリー",Q17211689,"Takamatsu","Japan","Takamatsu","Japan",4.3,14,756afae8-3db8-49ad-aa12-4bd9634797ac,a84aec9b-612a-4576-9c6a-78d2ba8fc66c
location_only,"Shitta-Bey Mosque","Shitta Bey Mosque",Q48791511,"Lagos State","Nigeria","Lagos","Nigeria",3.8,18,7119ef7a-43ca-45fe-8435-7f20495c99c9,765ef156-3857-4a50-ae6d-fb1d4b6e3452
