wikidata_id,wikidata_name,wikidata_qid,wikidata_city,wikidata_country,apify_id,apify_name,apify_rating,apify_city,apify_country,apify_gpid,distance_meters
765d6ba6-ad5a-4913-af00-359e5438a741,"1 avenue Paul-Doumer",Q113314795,"Paris","France",26009be3-cc99-4b5f-9f6a-270fdc7762f7,"Benjamin Franklin Statue",4.7,"Paris","France",ChIJ8_aAj_xv5kcRvf7mec5lwYk,40
5fb219cb-1f61-440a-bb01-64ec6787ec73,"1 Police Plaza",Q4596012,"New York","United States",47509fcb-4490-4c2e-b29d-272dc367763c,"1 Police Plaza",,"New York","United States",ChIJtfkL6yNawokROaTqNx2GpC8,80
8ecb1fd0-1a65-4b5a-9c06-1b1531d47df2,"10 Downing Street",Q169101,"City of Westminster","United Kingdom",d2263af1-7b09-4bb8-9964-55407a4b7f6c,"10 Downing St",,"London","United Kingdom",ChIJx2E7b8UEdkgRtw6rLyLUl5w,21
0206bf07-07f2-4c31-9e42-8febbda604c4,"116 John Street",Q22329563,"New York","United States",3a606973-d98d-4623-85c1-7c96c8067b26,"Wolf forest cafe",4.7,"New York","United States",ChIJ_62bJz5bwokRO-Jh_xyhPNE,40
33158400-8760-4d82-8b3a-95de8beeb6c2,"1211 Avenue of the Americas",Q2943880,"New York","United States",3c63d34c-7342-41b2-9966-c50957c7a199,"1221 6th Ave",,"New York","United States",ChIJ_TxAx_hYwokRtkjhBwd2sCE,125
b8f38cf8-ca50-4590-a916-cabadbca1bf7,"122 East 23rd Street",Q40151610,"New York","United States",91eda3d9-d4a0-4269-b362-0ef8d03484e6,"Mishkin Gallery",4.6,"New York","United States",ChIJ_1EH8qBZwokRmuFboQW9Wnw,72
d54107ab-e301-4bcf-bd88-20b9272cbb7b,"122 Leadenhall Street",Q2742547,"London","United Kingdom",56eb73dd-21bc-408b-b69f-8cbfb6af04d6,"The Willis Building",,"London","United Kingdom",ChIJdXsJe00DdkgRF2pt74PKW7c,131
add3bccd-4082-4abe-8314-27146cbe1640,"1221 Avenue of the Americas",Q172811,"New York","United States",3c63d34c-7342-41b2-9966-c50957c7a199,"1221 6th Ave",,"New York","United States",ChIJ_TxAx_hYwokRtkjhBwd2sCE,43
fb8e1da4-6a41-44a2-b6d2-01e1e8f6e8ee,"1270 Avenue of the Americas",Q101084958,"New York","United States",10fac980-15be-4265-80cd-fca3238c23a0,"Top of The Rock",4.7,"New York","United States",ChIJe7vKMf9YwokRIMYfDz7iF9o,111
67207487-f8b5-438c-8966-103abbb98af1,"1717 East Ninth Building",Q4552487,"Cleveland","United States",93aee207-2ae5-45bd-990a-05b257ea717e,"Residences At 1717",4.4,"Cleveland","United States",ChIJpbXaWX76MIgRjqJbES_plHs,18
9ac334b5-1df6-4f47-8987-d72c45551e55,"191 Peachtree Tower",Q2746067,"Atlanta","United States",c5f70123-3c45-4a86-9199-aef3ad261bc8,"Peachtree Tower",,"Atlanta","United States",ChIJiUOTDXgE9YgRfVPUMk3eTwM,69
a5057d99-e806-4571-935b-20a62b02a89d,"2 World Trade Center",Q1127212,"New York","United States",c2cff9c0-5eb4-4d48-a4a6-319c639d2ad6,"World Trade Center",4.8,"New York","United States",ChIJfV5RORpawokRSWL6QFAZFI8,98
807f82af-38a1-4955-8b80-bf0edcf1e361,"27 Wałowa Street in Gdańsk",Q112721886,"Gdańsk","Poland",72a7e451-4b6a-49e2-a65c-5594ca5da784,"Wałowa 27",,"Gdansk","Poland",ChIJbydYo3Nz_UYRe3g_KalBDFc,38
873ac5d0-0e72-454e-9fb2-9dc8f8e35db5,"270 Park Avenue",Q1676687,"New York","United States",aaf65533-39fb-4611-b710-ec11e68ea73e,"JPMorgan Chase & Co.",2.3,"New York","United States",ChIJFb0euP1YwokRa5_OdxLwrdw,5
a0f8b91a-c313-4f5d-84fb-a712ccdf0daf,"3 Mickiewicza Street in Katowice",Q9268837,"Katowice","Poland",cea93f9c-e2e5-481a-96b8-9c81d4127c0f,"Adama Mickiewicza 7",,"Katowice","Poland",ChIJ--w6MTjOFkcRo9nK6ZUNwJE,92
7baa5a21-1c71-4ad6-a61f-dcc50f03b145,"3 World Trade Center",Q941908,"New York","United States",de7df0de-4214-4764-b926-ea07ee68b404,"Lady M Cake Boutique - NY",3.9,"New York","United States",ChIJB0ruVxdawokRxz0qOwwzK98,81
f5d81337-0cf5-479b-b5fd-a72a2900efec,"30 Hudson Yards",Q15264266,"New York City","United States",fe3360ab-c1a9-4abf-9a89-57eba90a194c,"Edge Observatory",4.6,"New York","United States",ChIJd6jRZgBZwokR7FNsH-DvnBA,63
060fdd45-7e2f-4d7c-a6fe-9860f8166b2b,"30 Rockefeller Plaza",Q680614,"New York","United States",10fac980-15be-4265-80cd-fca3238c23a0,"Top of The Rock",4.7,"New York","United States",ChIJe7vKMf9YwokRIMYfDz7iF9o,42
62898e97-8339-48e6-b8ee-57234b865802,"333 South Wabash",Q961346,"Chicago","United States",02682ff3-2ec7-4839-a6bb-8d8d89bc8b3b,"333 S Wabash Ave",,"Chicago","United States",ChIJ5xv4T6IsDogRaIrxELoKIYw,35
4d726b3a-13f9-4e04-ad4f-d46c782988ed,"4 Grafheuvels",Q17454797,"Wageningen","Netherlands",cb8e11be-db3a-40d5-8ba2-4436d43338e6,"Grafheuvels",5,"Wageningen","Netherlands",ChIJz5tYNwmrx0cR12q5rD-XfTs,40
ff967061-001f-4d14-81cd-3bfab243f918,"4 World Trade Center",Q2593897,"New York City","United States",de7df0de-4214-4764-b926-ea07ee68b404,"Lady M Cake Boutique - NY",3.9,"New York","United States",ChIJB0ruVxdawokRxz0qOwwzK98,53
d0a15f7a-df1d-49a0-89a8-0b892bc81a08,"4 World Trade Center",Q1351208,"New York","United States",de7df0de-4214-4764-b926-ea07ee68b404,"Lady M Cake Boutique - NY",3.9,"New York","United States",ChIJB0ruVxdawokRxz0qOwwzK98,20
c5a452aa-51d6-4ff9-b11a-321fdf4e95a9,"40 Wall Street",Q218305,"New York","United States",ebffa1f7-85bc-4941-aee3-58726c200dd9,"SkyCafe on Wall Street",5,"New York","United States",ChIJ87-XAhdawokRcu0_TOoZ08o,48
0c6a553d-4b6d-4357-a1b6-bb3ae82e4f2a,"425 Park Avenue",Q2631826,"New York","United States",cfb5b9ea-67bf-4698-97ad-7effeebf7324,"BONSAII Tapas & Wine Bar",4.8,"New York","United States",ChIJdflBaZVZwokRJx2EmWYW0lA,102
70f94da4-1d7a-41b7-9e67-328f309768a1,"432 Park Avenue",Q233940,"New York","United States",c45f2c03-4946-4d1b-b5e0-916061ca4c0b,"432 Park Avenue Condominiums",3.4,"New York","United States",ChIJcWLaDvBYwokR0jdNzD6Of5o,11
3e463b19-3e68-4e9e-a002-241d278f4f59,"48 Wall Street",Q630074,"New York","United States",2f8df853-877d-4049-ae9d-a2a9f9a885bd,"Conwell Coffee & Cocktail Hall",4.4,"New York","United States",ChIJgTMBOPtbwokR1Y0sSidhvqI,106
7dc03878-fa9c-49a2-ac7c-293e56fae896,"51 Astor Place",Q29469890,"","United States",5e3c003e-4693-4810-98f0-4b9aa13456ff,"51 Astor Pl",,"New York","United States",ChIJH1rQlJtZwokRmJyk5XfafEA,29
6227c6d4-dbbe-4fdb-8a99-3481313110d9,"53W53",Q2446907,"New York","United States",7613fe6f-9bb5-4308-bc2a-f55b0e82ef76,"The Museum of Modern Art",4.6,"New York","United States",ChIJKxDbe_lYwokRVf__s8CPn-o,83
63e5e7c6-da10-4632-9996-5d6f28485416,"550 Madison Avenue",Q1477826,"New York","United States",3be85763-f5f9-437e-885f-1d14c536c336,"550 Madison Ave",,"New York","United States",ChIJ0RNX-_pYwokRSwJeJLDCmJg,15
ff531b40-7c73-4d32-9528-f08551f567e5,"56 Leonard Street",Q244358,"New York","United States",93bcd652-7e04-4100-8a34-2858857bee01,"Frenchette Bakery",4.5,"New York","United States",ChIJQSuTOU9bwokRUZJTdOh1ec4,105
7328d5fd-213f-410f-8ad3-7b9a20cca134,"580 California Street",Q2817725,"San Francisco","United States",bf5e4b9a-c800-4037-85f9-f68a0176c7cb,"580 California St",,"San Francisco","United States",ChIJPTfpUoqAhYARQNQr3xz_LZw,68
a2cfb720-2c8e-43b4-b3ba-1054237eb2b5,"60 Wall Street",Q247887,"New York","United States",53d4070b-f9dd-4765-9c0d-22fcf40520e0,"Blue Park Kitchen Lower Manhattan",4.6,"New York","United States",ChIJY9gVhxBbwokRRJ6bN-pRhEk,74
a8d96a61-ae25-489d-a34d-25b8b352ca29,"7 World Trade Center",Q270066,"","",67e43046-c283-4fcb-ab65-b0771d4553eb,"7 World Trade Center",,"New York","United States",ChIJR7VRWhtawokRNnsA1QtvP60,47
beee848a-884e-4f13-a840-bd246a4d14d0,"70 Pine Street",Q262041,"","",53d4070b-f9dd-4765-9c0d-22fcf40520e0,"Blue Park Kitchen Lower Manhattan",4.6,"New York","United States",ChIJY9gVhxBbwokRRJ6bN-pRhEk,38
01d16429-5c67-4ba3-ab1a-aa745fe16adb,"70 St Mary Axe",Q80201655,"London","United Kingdom",c24b259a-553e-4b8b-9892-1fd058aab043,"30 St Mary Axe",,"London","United Kingdom",ChIJqR7TME0DdkgRxplj_CKMkG0,139
7d57290a-03f3-4990-ad09-dccb3ab6aadb,"A. E. Larson Building",Q14713581,"Yakima","United States",f92c33c6-5355-4387-97f7-4ad4d15b4564,"A.E. Larson Building",4.7,"Yakima","United States",ChIJgcpDoezXmVQR9pOg3aBowCk,82
c925343d-e01a-4a7a-aeee-5a130389c797,"A.M.V.J. building",Q21707612,"Amsterdam","Netherlands",6933102e-1527-4f7d-a8d3-1a94502f3f51,"Q-Park Byzantium",2.9,"Amsterdam","Netherlands",ChIJQ2ne_eUJxkcRoieaI5SUP1U,113
cef39c9e-4dfd-4a9a-9c8d-07682f64c1fd,"Achiet-le-Grand Communal Cemetery",Q2168563,"Achiet-le-Grand","France",da2c6b44-b411-4ccb-b0be-f63a919df3d9,"Achiet-le-Grand Communal Cemetery Extension",,"Achiet-le-Grand","France",ChIJk-EHCxFQ3UcRR62KspUvjUo,94
163a8995-262f-4c69-8545-385dd5097664,"Achiet-le-Petit Communal Cemetery",Q2289520,"Achiet-le-Petit","France",7b7ba95c-e581-400c-9168-e1f28a28fdac,"Achiet Le Petit German Cemetery",5,"Achiet-le-Petit","France",ChIJW-GXEgFb3UcR4SQv0wkhN8Q,84
735ea64f-da25-4524-a650-553884c999ea,"Ada Arts and Heritage Center",Q346270,"Ada","United States",561694c7-8f03-4daf-b06c-66609804819f,"Ada Arts & Heritage Center",4.6,"Ada","United States",ChIJuz8g4whss4cRcU0Ux0kccPQ,28
74226f6f-f0c7-47ce-aa6c-7155ff117694,"Adina Mosque",Q357320,"West Bengal","India",e403d75f-3b5a-4eac-b922-f3ad05b47331,"Adina Masjid",4.3,"Pandua","India",ChIJNeODv3Ti-jkRtO5_oBj9tFA,13
cf88e4e3-e4af-4116-a261-8c98cdc8cd11,"Administration Building, Treasure Island",Q4683413,"San Francisco","United States",34ecadb8-e07e-417a-ad9b-f09f3295f07e,"Treasure Island Administration Building",4.4,"San Francisco","United States",ChIJV65l7jCAhYARVXUUCkCMKYs,110
d8f6bde1-6ab4-40ff-8d02-9cfa55c72671,"Admiralty building in Saint Petersburg",Q359185,"Second Admiral Island","Russia",31d387c6-a3b0-43d8-9711-cc03a7715477,"Admiralty",4.8,"St Petersburg","Russia",ChIJZeVNyaUxlkYRi_0uzTN8-_A,14
846ffa23-aca4-4ecf-a53e-3ef33138a058,"Adolfo Alsina town hall",Q58864279,"Adolfo Alsina Partido","Argentina",ac732764-982f-424c-8284-0e1df0b63e9c,"Municipalidad de Adolfo Alsina",4.6,"Carhué","Argentina",ChIJw1mXu4sn6pUR_cEBjUQCK_M,10
290fb788-0be5-4756-83f3-f27e448f45ba,"Adolfo Gonzales Chaves town hall",Q58864200,"Adolfo Gonzales Chaves Partido","Argentina",fb73e6b2-cbe8-475b-9704-f278950abe74,"Municipalida de Adolfo Gonzales Chaves",4.2,"Adolfo Gonzales Chaves","Argentina",ChIJxY5FBr8wkpURfOrqJ1NisQw,23
ca924a9f-b424-4d66-adba-496f44a094ce,"African Cemetery No. 2",Q180624,"Lexington","United States",0b5fe44a-480e-4665-a6e0-609b3ab92710,"African Cemetery No. 2, aka The Cemetery of the Union Benevolent Society No. 2",5,"Lexington","United States",ChIJoRcN1AJFQogRMGT6fK1iqmk,18
27172917-7ac9-4c98-94ad-8140f3b691b9,"Agape Centro Ecumenico",Q3606344,"Prali","Italy",6ac93460-a75d-41e5-b168-349a79a0f5db,"Agape International Ecumenical Center",4.7,"Prali","Italy",ChIJoWELRcnTiUcRpARUmHDUhEI,41
319b77ff-ecb5-4390-b339-c26a091d89b4,"Agenville Churchyard",Q2029134,"Agenville","France",e2a4a821-5681-486c-b3e2-cafc78099f60,"Cimetière",,"Agenville","France",ChIJP2NixlSb3UcRQmI4sN_MGmk,24
effa7604-3fd0-4052-ad26-c1547106d9cf,"Agnez-les-Duisans Communal Cemetery",Q1913158,"Agnez-lès-Duisans","France",9bce2842-f0c3-41aa-bb94-7df931e00469,"commonwealth war graves ww2 (agnez les duisans)",,"Agnez-lès-Duisans","France",ChIJX3RBRQBB3UcR5_IR8LZB64Y,34
965a6787-f766-4d4c-a0a0-56705d75c3f0,"Ahavas Chesed Cemetery",Q4695021,"Alabama","United States",7394f51f-4eac-4749-be4c-216d42393e4d,"Ahavas Chesed Cemetery",,"Mobile","United States",ChIJAQAAUEZOmogR2cnAnGXjb48,51
c38b55f3-d041-4783-bd08-25726ef69fea,"Ahwahnee Hotel",Q4696448,"Yosemite Village","United States",3a515c8d-be77-45d0-ae27-f419468c8556,"The Ahwahnee",4.3,"Yosemite Valley","United States",ChIJx__NfiTyloARluoyVYUYiBU,48
977e2f4e-7cdb-43e2-afbb-750bd364f2a0,"Ainola",Q151782,"Järvenpää","Finland",af9e7ccc-8711-40d8-ae20-58117713d4ac,"Ainola",4.4,"Järvenpää","Finland",ChIJaexhrP__jUYRjCOaqyXUaaM,69
e81776d2-0817-480c-90b9-cb3d188aaf6c,"Akhisar Stadium",Q17508044,"Akhisar","Turkey",0e90e112-0193-4499-9998-f1ca1eccc11c,"Spor Toto Akhisar Stadium",4.6,"Akhisar","Turkey",ChIJt6ssx-HRuRQRqew8nuwowEw,11
db3ed3b2-62e0-481e-817a-8ca5e9e11582,"Al Bahr Towers",Q15707433,"Abu Dhabi","United Arab Emirates",80d7bb69-58a8-49ad-8e36-799ee8d4e373,"Al Hilal Bank, Al Bahr Towers",4.6,"Abu Dhabi","United Arab Emirates",ChIJbVO4UGVoXj4RRdGzQR4pO7Q,58
dfe0ac44-a41c-43af-8b16-b559511c14c1,"Al Faisaliah Centre",Q2303314,"Riyadh","Saudi Arabia",4248207a-9a82-43c8-b5c0-94817c80ea25,"Al Faisaliah Tower",4.6,"Riyadh","Saudi Arabia",ChIJu7NmXqoDLz4RXrYhuYUKl8o,18
c05b5dec-737c-43df-adec-0436d86a0b49,"Al Hamra Tower",Q557933,"","",a0fd6c2f-dc44-4804-be49-a9fc8c25a74e,"Al Hamra Tower",,"Kuwait City","Kuwait",ChIJ6QHUUJiEzz8RnJUWIxKxfnY,75
b2a0cdcc-06b3-485a-a2ac-a45e6aa1a610,"Al-Akbar Mosque",Q13094984,"Surabaya","Indonesia",a5d952d7-f94b-4985-9765-2e8fc950bd7f,"al-Akbar National Mosque Surabaya",4.9,"Surabaya","Indonesia",ChIJq9-2z6n71y0RBhIk7xBy_gY,23
148ab088-9d64-4f6d-8a57-d06a90339897,"Al-Baqi'",Q154204,"Medina","Saudi Arabia",a42f38a8-45af-4dc2-9caa-508d461ec50e,"Al Baqi Cemetery",4.8,"Madinah","Saudi Arabia",ChIJAUtLZ4K_vRURQtTcuxAVRCw,103
2e542fb9-7193-492b-80d1-fb2b9f9d2d0e,"Alabama State Capitol",Q473393,"Alabama","United States",820025c1-ae7f-446a-b46f-ed64056d36e5,"Alabama State Capitol",4.6,"Montgomery","United States",ChIJ0XCkhWeBjogR_ETH9dESUHk,54
98f7280b-e3e4-4a25-82ad-c34127fe4745,"Albanifriedhof",Q2637231,"Göttingen","Germany",0c23b884-dc11-4c36-a50a-d63bd5d58155,"Albanifriedhof",5,"Göttingen","Germany",ChIJVVVVGJTUpEcRUWrHnhEg5pg,46
d773deaf-49fc-48eb-9e36-3eebdd8b39f0,"Ale's Stones",Q686510,"Ystad Municipality","Sweden",8febeddc-cce8-476b-896f-f81d413e4ca0,"Ales stenar",4.6,"Löderup","Sweden",ChIJQalsE5eKVEYR2_cRlnpYco0,47
f3619b21-2dd1-4c0f-80eb-6f6ffb8c5c27,"Alexa",Q322847,"Bezirk Mitte","Germany",bf88e87e-bbe9-4fc6-b496-db9b167573da,"ALEXA Berlin",4.3,"Berlin","Germany",ChIJ54twBiJOqEcRFxu9brehHg0,129
98f1bbaa-f715-4758-9a5e-0d5fb8cff38d,"Alexander K. McClure School",Q4719270,"Philadelphia","United States",b2e221a8-021c-4ed8-8f30-e878026ec015,"Alexander K. McClure Elementary School",,"Philadelphia","United States",ChIJi_Cqp-y3xokRWrXg6By6wNs,30
c592db0f-eab1-41ba-af71-42438163dabd,"Alexander Nevsky Cathedral",Q568214,"","",866e3b8d-8fc3-40ff-9718-1e378d2d1527,"Alexander Nevsky Cathedral",4.6,"Tallinn","Estonia",ChIJKRm6cp2UkkYRMhVu4HT9Ey4,39
eb917aee-dd41-4eb0-bad3-926aaa8bbc4c,"Alexander Nevsky Cathedral, Paris",Q1493222,"Paris","France",6c687378-13a4-4058-bc7d-eb2b24a49f2b,"Cathedrale Saint Alexandre Nevsky",4.7,"Paris","France",ChIJZxKG_L9v5kcRMs7w1L53HsA,12
4b0a91e5-56c7-4a3b-9f1d-45cc5c727dac,"Alfonse M. D'Amato United States Courthouse",Q4721975,"Central Islip","United States",d7dc8e79-42e5-4a7f-b46c-6f3cd454dcdb,"Alfonse M. D'Amato U.S. Courthouse",4.4,"Central Islip","United States",ChIJWVbRSlYx6IkRgkebltbicuQ,43
a4635048-f5e1-4714-996e-66dd2b6afd93,"Alfred H. and Sarah Frahm House",Q64877757,"Fort Calhoun","United States",83bb7ea1-b9ce-4cd0-b765-bb2df0b781b5,"Frahm House",5,"Fort Calhoun","United States",ChIJhRtycs2_k4cRE7fUYi2YkKI,4
34a03184-2b1d-461f-85ec-b1033e1487e2,"Algemene Begraafplaats Meppelerstraatweg",Q2013113,"Zwolle","Netherlands",0070d436-e252-4285-be03-21c0f14031a2,"Begraafplaats Meppelerstraatweg",4.7,"Zwolle","Netherlands",ChIJ_W8k7D3fx0cR6of-qBSrjAs,102
5fed0b87-27ed-4bd2-adb7-f8fec8438a1c,"Allerheiligenkirche, Graz",Q2648545,"Graz","Austria",85d7cb81-5eea-450e-94d2-cb3ca959fc9a,"Allerheiligenkirche",4.8,"Graz","Austria",ChIJzXY9SOI0bkcR_mM2OkRmEcw,9
e2f06cd2-4ae2-41df-af33-96be44547154,"Allonville Communal Cemetery",Q2666049,"Allonville","France",8a0c8d85-ed93-44b4-8f85-9b3a101195e8,"commonwealth war graves ww1",5,"Allonville","France",ChIJ7Vvy7fCJ50cRQ1nNTEZL4Ws,37
affcac73-7902-4396-8ae5-682dcd59ec30,"Almudena Cathedral",Q849711,"","",aaeabc23-5db0-4a6d-832c-dd7167a9e75d,"Catedral de Santa María la Real de la Almudena",4.6,"Madrid","Spain",ChIJI_FYeHcoQg0RcqwG5gDs3H8,16
d710bb3f-4bce-401f-ba80-f0dab91c486e,"Altare della Patria",Q506234,"Rome","Italy",96bf794c-db2a-4313-a22c-462640e4667d,"Monument to Victor Emmanuel II",4.8,"Rome","Italy",ChIJ412AG01gLxMR4T-4pwdIFSE,16
19b3e973-11a9-4514-bede-bcaabb8c7cb3,"Alte Synagoge",Q436316,"Wiesbaden","Germany",a8fe4710-729f-4fc9-b49e-df1a358d8d27,"Holocaust Memorial (Shadow of former Synagogue)",4.4,"Wiesbaden","Germany",ChIJQS-lIXa-vUcRT1bsenurCA8,7
99497fbc-6e81-4814-9ade-09110760d7b3,"Alte Synagoge",Q436308,"Heilbronn","Germany",08fdaf49-dbbf-4405-a306-d54bb4e6da92,"ehemalige Synagoge Heilbronn",4,"Heilbronn","Germany",ChIJp3aeb0AvmEcRmJhMqhV2KJE,34
9aed9afa-9f05-40c1-8746-457b7d114cce,"Alter Annenfriedhof, Dresden",Q437721,"Dresden","Germany",5552ac36-a63e-4ecb-836f-bfd7a07f95e5,"Alter Annenfriedhof, Dresden",4.2,"Dresden","Germany",ChIJ__Mw_YTFCUcRCSyB3lIj7xw,84
8008987a-7b67-4f1f-8bd8-5d86c4d80ac4,"Alter Friedhof (Baiertal)",Q437864,"Wiesloch","Germany",5fc821ed-2a8c-4cb0-8c67-e3b138cb07d2,"Alter Friedhof",,"Wiesloch","Germany",ChIJq6rqooyVl0cRVfEDL62ZkpA,6
2c3b6e20-aede-493d-a94c-3fc81327390f,"Alter Friedhof (Dirmstein)",Q437870,"Dirmstein","Germany",bf4a3b8f-775e-4d91-87bc-64c1c272c36c,"Alter Friedhof",2.5,"Dirmstein","Germany",ChIJ8W1KbRkvlkcRaZSAJkWtsCo,29
af41795f-c461-4243-b9d0-f59321a2e9d8,"Alter Friedhof Herford",Q437910,"Herford","Germany",8143f3a2-d5ae-4d65-b79f-bc0678d686eb,"Alter Friedhof",5,"Herford","Germany",ChIJq6qqj2sUukcRq5Jtg7k8iwY,23
b66fa83b-3666-447d-b369-5a5195dd0771,"Alter Friedhof Oberursel",Q437916,"Oberursel (Taunus)","Germany",2ac56f87-893e-4101-a389-97545ba4b97e,"Cemetery Oberursel (Old)",4.5,"Oberursel","Germany",ChIJsYgOKv4HvUcRmE9bDrsyTEk,88
f51f3632-5877-4822-8291-08c2d46cb62b,"Alter Friedhof Segeroth",Q437922,"Essen","Germany",f06d16dd-b9e0-4876-9094-cb5539a837fd,"Friedhof Segeroth",4.6,"Essen","Germany",ChIJdQ6kY6LCuEcRpq-D-w1VGUw,51
42525cd2-0c89-400e-bf2d-339c10eddcb6,"Alter Garnisonfriedhof Berlin",Q437929,"Bezirk Mitte","Germany",2eaef47e-ff0c-4032-aa2c-0c5dea8d976b,"Yummy Vintage Boutique - Vintage Store",4.9,"Berlin","Germany",ChIJz6LjU55RqEcRTe2jk9H7P20,130
e0c13c15-0e8d-4832-825c-4ad20ebaba75,"Alter Hammer Friedhof",Q437953,"Hamburg-Mitte","Germany",5a630676-bbf1-469b-9e48-578c29aee2d5,"Alter Hammer Friedhof",4.6,"Hamburg","Germany",ChIJxzY9BqGOsUcRHoHM-H7OBwo,42
01946811-416e-46a9-afba-a6255ad33400,"Alter Jüdischer Friedhof Eisenstadt",Q437987,"Eisenstadt","Austria",94df648d-74ce-459b-afeb-c0b013fb06e9,"Eisenstadt Jewish Cemetery",5,"Eisenstadt","Austria",ChIJOYKn6StIbEcR-PA064lnh50,22
cf1d3fec-8735-4dc6-bce5-8a9614131e46,"Alter Katholischer Friedhof",Q317663,"Dresden","Germany",9dd0c1f7-25f8-4171-8f3b-ceac61d9ef95,"Alter Katholischer Friedhof (Dresden)",4.8,"Dresden","Germany",ChIJhRMIg3bPCUcR7dOlpZRz0pA,73
7b9e6ab6-9074-423a-855e-94bf0b7203bd,"Alter St.-Matthäus-Kirchhof Berlin",Q438183,"Tempelhof-Schöneberg","Germany",1efc80c9-f43d-482a-af24-06044eefdb69,"Alter St.-Matthäus-Kirchhof",4.6,"Berlin","Germany",ChIJJU-BlzlQqEcRCY8CPsCGMic,53
5c0c0fe7-782a-405d-acbe-e9587113e4d6,"Altmannsdorfer Friedhof",Q442555,"Meidling","Austria",2ab1bc94-8086-4e53-8a5d-a52eaabf5a18,"Altmannsdorf Cemetery",4.3,"Vienna","Austria",ChIJB34hLl2obUcRGaSxHYES0k0,11
aa5d89cc-01d9-4d8e-a01c-24eafd6d2c01,"Alto de São João Cemetery",Q1053349,"Penha de França","Portugal",e50a3fa9-1a7f-405a-ac51-794061dea40e,"Cemitério do Alto de São João",4.5,"Lisbon","Portugal",ChIJ_VeLtewzGQ0RMTnDthZHW8g,134
8080a2ee-0d45-4f0d-8956-dc827efbaa4e,"Altria Theater",Q6484803,"Richmond","United States",cc3479d2-adc5-4502-afca-783372bc28bb,"Altria Theater",4.6,"Richmond","United States",ChIJcfBBlEYRsYkR_EsSj82DOV8,56
0e0512d2-7953-49d6-bd8a-17b81026cb3c,"Amalfi Cathedral",Q686306,"Amalfi","Italy",c4f68d7c-2536-4ffc-8caa-ec3367296d74,"Cathedral of St Andrew Apostle",4.7,"Amalfi","Italy",ChIJy2_bsYSVOxMR0Ugr2ptyZuo,7
37ff9f36-7f33-4741-afc6-2c8edcbed043,"Amalienborg",Q211053,"Copenhagen Municipality","Denmark",97548bb9-fb9b-4ddb-a580-bdc92613a59e,"Amalienborg Palace",4.5,"Copenhagen","Denmark",ChIJcwY-NiJTUkYRP1UVnat_8Vw,35
3e2d2c0d-71bd-414d-8577-babd2a37dcf2,"Ambleteuse Communal Cemetery",Q2190300,"Ambleteuse","France",f4d5c517-dc09-4f3d-b321-b5df436a361a,"Cimetière d'Ambleteuse",,"Ambleteuse","France",ChIJ8bJqdQAv3EcRDh0YAO4d30E,102
a0f9ed7f-590b-4d93-ba2a-e7e995babad9,"Amdavad ni Gufa",Q1744232,"Ahmedabad","India",a2b2d9c7-cfcf-44cf-b0e9-9cb07c521d21,"Amdavad Ni Gufa",4.3,"Ahmedabad","India",ChIJ____P_WEXjkRJNUVpvTdJ-4,41
02fb87b6-799f-48db-aefd-369f78857446,"Amherst West Cemetery",Q4746056,"Amherst","United States",59922c23-0b87-40b7-954a-ccd359b1907b,"West Cemetery",3.8,"Amherst","United States",ChIJI_tHr_XN5okR_FdqN7lTMzc,35
67a43136-96a6-4545-b46a-add3fe41dfbc,"Amisos Hill",Q19610508,"Atakum district","Turkey",f476738f-2a09-402e-9a9d-cc59ebb4c03e,"Amisos Hill",4.3,"İlkadım","Turkey",ChIJtwEiV9Z5iEARG3_BXHcavM0,73
f6eca570-e0a1-4788-b040-dbaf7e8cf33b,"Amos G. Winter House",Q25000246,"Kingfield","United States",ee2fd362-2c6b-4eac-858e-2ef139af8c71,"Hillholm Estate (former Inn on Winter's Hill)",4.6,"Kingfield","United States",ChIJYcpNXAgHsUwRNy_5aQ5BIOU,47
0fe6797c-8e90-4cad-90ee-5f68fb7519f1,"Amsterdam Central station",Q50719,"Amsterdam","Netherlands",5f07e97d-a03b-42c5-811e-f654b180be8d,"Amsterdam Centraal",4.4,"Amsterdam","Netherlands",ChIJIxbYDbcJxkcRQtHfOo0b58o,23
4e658387-623d-4c02-841a-01b2e90dabab,"ancien presbytère de Sainte-Monique-des-Saules",Q134500872,"Quebec City","Canada",4514165a-7e5b-4724-880a-c26736ee8574,"St. Monica's Church",4.5,"Québec City","Canada",ChIJ8YeOCnmXuEwRymDi1D7sC9I,37
1e374fc1-d498-4391-8908-2770a427ef6c,"Anderson–Frank House",Q4754011,"Tampa","United States",c1cd59e8-31cf-448e-99ef-849fade1b0c7,"Anderson–Frank House",5,"Tampa","United States",ChIJUSZCFZDEwogRi7OrcYa2On8,64
c654888b-c713-4e64-ad2c-1a15613696d3,"Andersons Bay Cemetery",Q4754247,"Dunedin City","New Zealand",e51cb193-82e4-4da4-9dde-a00c1c006dff,"Andersons Bay Cemetery",4.1,"Dunedin","New Zealand",ChIJcfzNBGOuLqgRre2cO4TRfXc,43
